entity_id,student_activity_code,student_activity_desc,student_particip_desc,activity_office_desc
29,GPGD,Phi Gamma Delta,Participated,NULL
51,NULL,NULL,NULL,NULL
59,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
72,BCLT,Berkeley Center for Law and Technology,Participated,NULL
72,SFSM,Cal Forensics Society Member,Participated,NULL
80,GACO,Alpha Chi Omega,Participated,NULL
80,SPRL,UC Rally Committee Alumnus,Participated,NULL
151,CLAS,ASUC Officer/Senator,Participated,President
151,GSAE,Sigma Alpha Epsilon,Participated,NULL
151,SPRL,UC Rally Committee Alumnus,Participated,NULL
194,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
222,GCO,Chi Omega,Participated,NULL
235,RHUV,University (Albany) Village Residnt,Participated,NULL
258,NULL,NULL,NULL,NULL
295,NULL,NULL,NULL,NULL
297,NULL,NULL,NULL,NULL
347,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
352,GDKE,Delta Kappa Epsilon,Participated,NULL
417,GZBT,Zeta Beta Tau,Participated,NULL
443,RHI5,1953-62 I-House Resident,Participated,NULL
443,RHIH,International House Resident,Participated,NULL
443,RHUV,University (Albany) Village Residnt,Participated,NULL
461,NULL,NULL,NULL,NULL
463,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
463,UGSL,General/Other Student Leaders,Participated,NULL
464,NULL,NULL,NULL,NULL
486,NULL,NULL,NULL,NULL
490,NULL,NULL,NULL,NULL
517,GADI,Alpha Delta Pi,Participated,NULL
567,GBAP,Beta Alpha Psi Schol Fraternity,Participated,NULL
567,GPKP,Phi Kappa Psi,Participated,NULL
572,GKKG,Kappa Kappa Gamma,Participated,NULL
574,RHI5,1953-62 I-House Resident,Participated,NULL
574,RHIH,International House Resident,Participated,NULL
576,NULL,NULL,NULL,NULL
597,NULL,NULL,NULL,NULL
604,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
632,GTDC,Theta Delta Chi,Participated,NULL
632,RHBH,Bowles Hall Resident,Participated,NULL
647,BCLT,Berkeley Center for Law and Technology,Participated,NULL
647,CLRV,California Law Review,Participated,NULL
647,GAEP,Alpha Epsilon Pi,Participated,NULL
647,SPOC,UC Oski Committee Alumni,Participated,NULL
713,GBTP,Beta Theta Pi,Participated,NULL
724,AALS,Association of American Law Schools,Participated,NULL
724,CLRV,California Law Review,Participated,NULL
724,GKN,Kappa Nu,Participated,NULL
724,GZBT,Zeta Beta Tau,Participated,NULL
732,GPUF,Psi Upsilon Fraternity,Participated,NULL
775,GSAE,Sigma Alpha Epsilon,Participated,NULL
776,NULL,NULL,NULL,NULL
809,NULL,NULL,NULL,NULL
841,NULL,NULL,NULL,NULL
846,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
867,NULL,NULL,NULL,NULL
885,NULL,NULL,NULL,NULL
899,NULL,NULL,NULL,NULL
953,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
968,NULL,NULL,NULL,NULL
1015,RHUV,University (Albany) Village Residnt,Participated,NULL
1023,GSCF,Sigma Chi Fraternity,Participated,NULL
1035,GDDD,Delta Delta Delta,Participated,NULL
1102,NULL,NULL,NULL,NULL
1103,NULL,NULL,NULL,NULL
1109,NULL,NULL,NULL,NULL
1126,GSAM,Sigma Alpha Mu,Participated,NULL
1126,RHI5,1953-62 I-House Resident,Participated,NULL
1126,RHI6,1963-72 I-House Resident,Participated,NULL
1126,RHIH,International House Resident,Participated,NULL
1128,NULL,NULL,NULL,NULL
1151,GSAE,Sigma Alpha Epsilon,Participated,NULL
1151,SFSM,Cal Forensics Society Member,Participated,NULL
1163,PCMYS,Peace Corps - Malaysia,Participated,NULL
1168,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
1169,NULL,NULL,NULL,NULL
1184,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
1194,GPLP,Pi Lambda Phi,Participated,NULL
1194,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
1196,GZBT,Zeta Beta Tau,Participated,NULL
1202,GZBT,Zeta Beta Tau,Participated,NULL
1207,CLAS,ASUC Officer/Senator,Participated,President
1207,SFSM,Cal Forensics Society Member,Participated,NULL
1207,UGSL,General/Other Student Leaders,Participated,NULL
1208,NULL,NULL,NULL,NULL
1233,GAPO,Alpha Phi Omega Nat'l Service Frat.,Participated,NULL
1234,UGSL,General/Other Student Leaders,Participated,NULL
1262,AHSS,Honor Students' Society,Participated,NULL
1301,NULL,NULL,NULL,NULL
1306,AMB,Mortar Board National Honor Society,Participated,NULL
1306,CLAS,ASUC Officer/Senator,Participated,NULL
1306,GSK,Sigma Kappa,Participated,NULL
1306,SPRL,UC Rally Committee Alumnus,Participated,NULL
1315,CLCP,Cal in the Capital Intern,Participated,NULL
1328,MSMB,UC Marching Band Member,Participated,NULL
1339,NULL,NULL,NULL,NULL
1347,GDC,Delta Chi,Participated,NULL
1347,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
1347,UGSL,General/Other Student Leaders,Participated,NULL
1356,SCCC,Cal Corps Friends and Alumni,Participated,NULL
1373,NULL,NULL,NULL,NULL
1376,PCCHL,Peace Corps - Chile,Participated,NULL
1376,SCCC,Cal Corps Friends and Alumni,Participated,NULL
1381,NULL,NULL,NULL,NULL
1425,NULL,NULL,NULL,NULL
1432,NULL,NULL,NULL,NULL
1443,NULL,NULL,NULL,NULL
1456,NULL,NULL,NULL,NULL
1459,EAGBR,Education Abroad Program - United Kingdo,Participated,NULL
1466,NULL,NULL,NULL,NULL
1489,NULL,NULL,NULL,NULL
1518,GDUP,Delta Upsilon,Participated,NULL
1518,TCAF,Air Force ROTC,Participated,NULL
1518,UGSL,General/Other Student Leaders,Participated,NULL
1600,NULL,NULL,NULL,NULL
1681,GAXD,Alpha Xi Delta Sorority,Participated,NULL
1687,RHI6,1963-72 I-House Resident,Participated,NULL
1687,RHIH,International House Resident,Participated,NULL
1687,SCCC,Cal Corps Friends and Alumni,Participated,NULL
1699,NULL,NULL,NULL,NULL
1727,SCCC,Cal Corps Friends and Alumni,Participated,NULL
1758,GGPB,Gamma Phi Beta,Participated,NULL
1790,RHSH,Stern Hall Resident,Participated,NULL
1796,CFSJ,Center for Social Justice,Participated,NULL
1796,SFSM,Cal Forensics Society Member,Participated,NULL
1796,UGSL,General/Other Student Leaders,Participated,NULL
1802,CLAS,ASUC Officer/Senator,Participated,NULL
1802,GDTD,Delta Tau Delta,Participated,NULL
1802,PCCOL,Peace Corps - Colombia,Participated,NULL
1816,GADI,Alpha Delta Pi,Participated,NULL
1845,NULL,NULL,NULL,NULL
1850,CLAS,ASUC Officer/Senator,Participated,NULL
1850,GDSP,Delta Sigma Phi,Participated,NULL
1850,SPRL,UC Rally Committee Alumnus,Participated,NULL
1868,NULL,NULL,NULL,NULL
1876,UGSL,General/Other Student Leaders,Participated,NULL
1920,NULL,NULL,NULL,NULL
1930,GKKG,Kappa Kappa Gamma,Participated,NULL
1977,GCO,Chi Omega,Participated,NULL
1994,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL
2092,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
2095,GKD,Kappa Delta,Participated,NULL
2114,NRFSF,Forestry Summer Field Program,Participated,NULL
2114,SPRL,UC Rally Committee Alumnus,Participated,NULL
2115,GDTD,Delta Tau Delta,Participated,NULL
2116,RHI5,1953-62 I-House Resident,Participated,NULL
2116,RHIH,International House Resident,Participated,NULL
2130,GSAE,Sigma Alpha Epsilon,Participated,NULL
2130,NRFSF,Forestry Summer Field Program,Participated,NULL
2164,GDDD,Delta Delta Delta,Participated,NULL
2166,GPDK,Phi Delta Kappa,Participated,NULL
2170,NULL,NULL,NULL,NULL
2199,GKKG,Kappa Kappa Gamma,Participated,NULL
2204,GAGD,Alpha Gamma Delta,Participated,NULL
2239,NULL,NULL,NULL,NULL
2279,NULL,NULL,NULL,NULL
2281,NULL,NULL,NULL,NULL
2326,GGPB,Gamma Phi Beta,Participated,NULL
2345,AHSS,Honor Students' Society,Participated,NULL
2346,GDDD,Delta Delta Delta,Participated,NULL
2389,EAFRA,Education Abroad Program - France,Participated,NULL
2389,GSK,Sigma Kappa,Participated,NULL
2394,GPUF,Psi Upsilon Fraternity,Participated,NULL
2412,GTC,Theta Chi,Participated,NULL
2436,MSCH,UC Choral Ensembles,Participated,NULL
2463,GZP,Zeta Psi,Participated,NULL
2463,RHUV,University (Albany) Village Residnt,Participated,NULL
2520,GKKG,Kappa Kappa Gamma,Participated,NULL
2532,GKD,Kappa Delta,Participated,NULL
2532,SCCC,Cal Corps Friends and Alumni,Participated,NULL
2546,GPKP,Phi Kappa Psi,Participated,NULL
2546,UGSL,General/Other Student Leaders,Participated,NULL
2559,GTDC,Theta Delta Chi,Participated,NULL
2616,NULL,NULL,NULL,NULL
2642,GAPS,Alpha Phi Sorority,Participated,NULL
2642,SCCC,Cal Corps Friends and Alumni,Participated,NULL
2653,BCLT,Berkeley Center for Law and Technology,Participated,NULL
2653,CFSJ,Center for Social Justice,Participated,NULL
2653,CLAS,ASUC Officer/Senator,Participated,President
2653,RHBH,Bowles Hall Resident,Participated,NULL
2657,GKD,Kappa Delta,Participated,NULL
2685,GPM,Phi Mu,Participated,NULL
2694,GAPS,Alpha Phi Sorority,Participated,NULL
2705,GDZS,Delta Zeta Sorority,Participated,NULL
2740,NULL,NULL,NULL,NULL
2748,CLRV,California Law Review,Participated,Editor
2748,GSAM,Sigma Alpha Mu,Participated,NULL
2748,MSCH,UC Choral Ensembles,Participated,NULL
2758,GDG,Delta Gamma,Participated,NULL
2758,RHI4,1946-52 I-House Resident,Participated,NULL
2758,RHIH,International House Resident,Participated,NULL
2775,NULL,NULL,NULL,NULL
2791,GPDT,Phi Delta Theta,Participated,NULL
2810,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
2820,GACO,Alpha Chi Omega,Participated,NULL
2820,PCNIC,Peace Corps - Nicaragua,Participated,NULL
2842,GSN,Sigma Nu,Participated,NULL
2899,RHIH,International House Resident,Participated,NULL
2911,NULL,NULL,NULL,NULL
2917,GACI,Acacia,Participated,NULL
2932,GAEH,Alpha Epsilon Phi,Participated,NULL
3025,GPKS,Phi Kappa Sigma,Participated,NULL
3050,GDKE,Delta Kappa Epsilon,Participated,NULL
3059,NULL,NULL,NULL,NULL
3069,RHBH,Bowles Hall Resident,Participated,NULL
3113,RHUV,University (Albany) Village Residnt,Participated,NULL
3119,BCLT,Berkeley Center for Law and Technology,Participated,NULL
3119,CLCP,Cal in the Capital Intern,Participated,NULL
3119,CLRV,California Law Review,Participated,NULL
3119,GPLP,Pi Lambda Phi,Participated,NULL
3121,GCO,Chi Omega,Participated,NULL
3151,NULL,NULL,NULL,NULL
3162,GDTD,Delta Tau Delta,Participated,NULL
3177,GPKP,Phi Kappa Psi,Participated,NULL
3186,GSPE,Sigma Phi Epsilon Fraternity,Participated,NULL
3196,GSAE,Sigma Alpha Epsilon,Participated,NULL
3233,NULL,NULL,NULL,NULL
3284,SPSA,Cal Spirit Alumni,Participated,NULL
3327,NULL,NULL,NULL,NULL
3344,GSN,Sigma Nu,Participated,NULL
3349,GKA,Kappa Alpha,Participated,NULL
3365,NULL,NULL,NULL,NULL
3383,GPGD,Phi Gamma Delta,Participated,NULL
3386,NULL,NULL,NULL,NULL
3452,GKDR,Kappa Delta Rho,Participated,NULL
3495,GAEP,Alpha Epsilon Pi,Participated,NULL
3528,SCCC,Cal Corps Friends and Alumni,Participated,NULL
3535,MSMB,UC Marching Band Member,Participated,NULL
3535,UGSL,General/Other Student Leaders,Participated,NULL
3541,NULL,NULL,NULL,NULL
3546,NULL,NULL,NULL,NULL
3569,NULL,NULL,NULL,NULL
3570,CLRV,California Law Review,Participated,NULL
3603,GSAE,Sigma Alpha Epsilon,Participated,NULL
3627,GCO,Chi Omega,Participated,NULL
3642,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
3678,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
3730,NULL,NULL,NULL,NULL
3734,AMB,Mortar Board National Honor Society,Participated,NULL
3734,GKAT,Kappa Alpha Theta,Participated,NULL
3734,GPHC,Pan-Hellenic Council,Participated,NULL
3734,GTS,Torch and Shield,Participated,NULL
3777,NULL,NULL,NULL,NULL
3785,GPUF,Psi Upsilon Fraternity,Participated,NULL
3793,CLAS,ASUC Officer/Senator,Participated,NULL
3793,UAIE,AIESEC,Participated,NULL
3798,CLCP,Cal in the Capital Intern,Participated,NULL
3798,RHI6,1963-72 I-House Resident,Participated,NULL
3798,RHIH,International House Resident,Participated,NULL
3798,SPRL,UC Rally Committee Alumnus,Participated,NULL
3798,UCTH,Catholic Students @ Cal-Newman Hall,Participated,NULL
3798,UGSL,General/Other Student Leaders,Participated,NULL
3857,RHI5,1953-62 I-House Resident,Participated,NULL
3857,RHIH,International House Resident,Participated,NULL
3923,BCLT,Berkeley Center for Law and Technology,Participated,NULL
3923,GICO,Inter-Fraternity Council Officer,Participated,NULL
3923,GKDR,Kappa Delta Rho,Participated,NULL
3923,SCCC,Cal Corps Friends and Alumni,Participated,NULL
3935,GKA,Kappa Alpha,Participated,NULL
3942,GAOI,Alpha Omicron Pi,Participated,NULL
3972,GPM,Phi Mu,Participated,NULL
3972,SPRL,UC Rally Committee Alumnus,Participated,NULL
3978,GZTA,Zeta Tau Alpha,Participated,NULL
3978,RHI6,1963-72 I-House Resident,Participated,NULL
3978,RHIH,International House Resident,Participated,NULL
3978,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
3978,SCCC,Cal Corps Friends and Alumni,Participated,NULL
3978,SPRL,UC Rally Committee Alumnus,Participated,NULL
4039,GPKP,Phi Kappa Psi,Participated,NULL
4043,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
4055,NULL,NULL,NULL,NULL
4113,GKS,Kappa Sigma,Participated,NULL
4118,GSK,Sigma Kappa,Participated,NULL
4118,SPRL,UC Rally Committee Alumnus,Participated,NULL
4138,GSAE,Sigma Alpha Epsilon,Participated,NULL
4152,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
4161,GPLP,Pi Lambda Phi,Participated,NULL
4183,NULL,NULL,NULL,NULL
4292,NULL,NULL,NULL,NULL
4298,NULL,NULL,NULL,NULL
4306,NULL,NULL,NULL,NULL
4310,NULL,NULL,NULL,NULL
4330,GAOI,Alpha Omicron Pi,Participated,NULL
4360,GDZS,Delta Zeta Sorority,Participated,NULL
4360,RHI5,1953-62 I-House Resident,Participated,NULL
4360,RHIH,International House Resident,Participated,NULL
4408,NULL,NULL,NULL,NULL
4425,GPUF,Psi Upsilon Fraternity,Participated,NULL
4444,GPSK,Phi Sigma Kappa Fraternity,Participated,NULL
4444,MSMB,UC Marching Band Member,Participated,NULL
4454,NULL,NULL,NULL,NULL
4504,GZP,Zeta Psi,Participated,NULL
4511,NULL,NULL,NULL,NULL
4534,NULL,NULL,NULL,NULL
4547,MSMB,UC Marching Band Member,Participated,NULL
4547,PCGTM,Peace Corps - Guatemala,Participated,NULL
4547,RHIH,International House Resident,Participated,NULL
4547,UGSL,General/Other Student Leaders,Participated,NULL
4548,RHI5,1953-62 I-House Resident,Participated,NULL
4548,RHIH,International House Resident,Participated,NULL
4548,SCCC,Cal Corps Friends and Alumni,Participated,NULL
4581,GAEP,Alpha Epsilon Pi,Participated,NULL
4589,GSN,Sigma Nu,Participated,NULL
4635,GPUF,Psi Upsilon Fraternity,Participated,NULL
4656,AMB,Mortar Board National Honor Society,Participated,NULL
4664,NULL,NULL,NULL,NULL
4669,BCLT,Berkeley Center for Law and Technology,Participated,NULL
4669,CLBE,"Berkeley Ctr/Law, Business & Economy",Participated,NULL
4669,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
4669,LRAC,La Raza Alumni Chapter,Participated,NULL
4669,LTAD,Latino Alumni Directory,Participated,NULL
4681,NULL,NULL,NULL,NULL
4769,NULL,NULL,NULL,NULL
4801,NULL,NULL,NULL,NULL
4804,NULL,NULL,NULL,NULL
4850,NULL,NULL,NULL,NULL
4875,NULL,NULL,NULL,NULL
4902,NULL,NULL,NULL,NULL
4909,GGPB,Gamma Phi Beta,Participated,NULL
4918,GSK,Sigma Kappa,Participated,NULL
4929,GPUF,Psi Upsilon Fraternity,Participated,NULL
4964,GAOI,Alpha Omicron Pi,Participated,NULL
4994,GCO,Chi Omega,Participated,NULL
5050,SPRL,UC Rally Committee Alumnus,Participated,NULL
5058,NULL,NULL,NULL,NULL
5084,NULL,NULL,NULL,NULL
5137,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
5137,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
5137,RHIH,International House Resident,Participated,NULL
5163,GSAE,Sigma Alpha Epsilon,Participated,NULL
5163,UGSU,Gay Student Union,Participated,NULL
5176,GPUF,Psi Upsilon Fraternity,Participated,NULL
5181,CLRV,California Law Review,Participated,Editor
5218,RHI5,1953-62 I-House Resident,Participated,NULL
5218,RHIH,International House Resident,Participated,NULL
5256,GPKT,Phi Kappa Tau,Participated,NULL
5257,GSK,Sigma Kappa,Participated,NULL
5262,GZBT,Zeta Beta Tau,Participated,NULL
5325,UGSL,General/Other Student Leaders,Participated,NULL
5342,UGSL,General/Other Student Leaders,Participated,NULL
5372,NULL,NULL,NULL,NULL
5397,RHBH,Bowles Hall Resident,Participated,NULL
5441,GSPI,Sigma Pi,Participated,NULL
5447,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
5447,TCNV,Naval ROTC,Participated,NULL
5454,NULL,NULL,NULL,NULL
5465,GKD,Kappa Delta,Participated,NULL
5465,SCCC,Cal Corps Friends and Alumni,Participated,NULL
5476,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
5506,NULL,NULL,NULL,NULL
5519,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
5519,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
5519,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
5521,GPKA,Pi Kappa Alpha Fraternity,Participated,NULL
5559,AMB,Mortar Board National Honor Society,Participated,NULL
5559,CLAS,ASUC Officer/Senator,Participated,NULL
5559,GADI,Alpha Delta Pi,Participated,NULL
5570,GACI,Acacia,Participated,NULL
5652,GPKT,Phi Kappa Tau,Participated,NULL
5667,GAPS,Alpha Phi Sorority,Participated,NULL
5671,GSAE,Sigma Alpha Epsilon,Participated,NULL
5674,NULL,NULL,NULL,NULL
5694,GSPI,Sigma Pi,Participated,NULL
5699,NULL,NULL,NULL,NULL
5704,GPDK,Phi Delta Kappa,Participated,NULL
5726,GPSK,Phi Sigma Kappa Fraternity,Participated,NULL
5773,GPGD,Phi Gamma Delta,Participated,NULL
5776,UGSL,General/Other Student Leaders,Participated,NULL
5795,NULL,NULL,NULL,NULL
5814,GCO,Chi Omega,Participated,NULL
5814,SCCC,Cal Corps Friends and Alumni,Participated,NULL
5828,GDTD,Delta Tau Delta,Participated,NULL
5867,GPM,Phi Mu,Participated,NULL
5914,GTC,Theta Chi,Participated,NULL
5933,GKA,Kappa Alpha,Participated,NULL
5940,GSCF,Sigma Chi Fraternity,Participated,NULL
5940,SPCA,UC Cheerleader Alumni-Yell Leaders,Participated,NULL
5974,ARSP,Re-Entry Students Program,Participated,NULL
5984,GSAE,Sigma Alpha Epsilon,Participated,NULL
6007,NULL,NULL,NULL,NULL
6012,NULL,NULL,NULL,NULL
6017,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
6067,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
6079,GPBP,Pi Beta Phi,Participated,NULL
6121,GSAM,Sigma Alpha Mu,Participated,NULL
6121,MSCH,UC Choral Ensembles,Participated,NULL
6121,RHUV,University (Albany) Village Residnt,Participated,NULL
6134,NULL,NULL,NULL,NULL
6193,GAEH,Alpha Epsilon Phi,Participated,NULL
6194,GAPO,Alpha Phi Omega Nat'l Service Frat.,Participated,NULL
6194,RHI6,1963-72 I-House Resident,Participated,NULL
6194,RHIH,International House Resident,Participated,NULL
6194,SCCC,Cal Corps Friends and Alumni,Participated,NULL
6198,GKA,Kappa Alpha,Participated,NULL
6216,GKKG,Kappa Kappa Gamma,Participated,NULL
6218,GAPS,Alpha Phi Sorority,Participated,NULL
6225,GPKT,Phi Kappa Tau,Participated,NULL
6227,GGPB,Gamma Phi Beta,Participated,NULL
6231,RHI5,1953-62 I-House Resident,Participated,NULL
6231,RHIH,International House Resident,Participated,NULL
6286,GAEH,Alpha Epsilon Phi,Participated,NULL
6322,NULL,NULL,NULL,NULL
6380,RHI5,1953-62 I-House Resident,Participated,NULL
6380,RHIH,International House Resident,Participated,NULL
6381,GPLP,Pi Lambda Phi,Participated,NULL
6408,GTX,Theta Xi,Participated,NULL
6412,GPGD,Phi Gamma Delta,Participated,NULL
6415,NULL,NULL,NULL,NULL
6447,GPBP,Pi Beta Phi,Participated,NULL
6447,SPCS,UC Card Stunt Alumni 1953-69,Participated,NULL
6513,GGPB,Gamma Phi Beta,Participated,NULL
6632,NULL,NULL,NULL,NULL
6642,CLAS,ASUC Officer/Senator,Participated,President
6642,GADP,Alpha Delta Phi,Participated,NULL
6642,SCCC,Cal Corps Friends and Alumni,Participated,NULL
6644,GDDD,Delta Delta Delta,Participated,NULL
6650,NULL,NULL,NULL,NULL
6666,GAOI,Alpha Omicron Pi,Participated,NULL
6666,SPSA,Cal Spirit Alumni,Participated,NULL
6711,NULL,NULL,NULL,NULL
6718,RHI6,1963-72 I-House Resident,Participated,NULL
6718,RHIH,International House Resident,Participated,NULL
6736,NULL,NULL,NULL,NULL
6755,GSAM,Sigma Alpha Mu,Participated,NULL
6770,GAOI,Alpha Omicron Pi,Participated,NULL
6770,RHSH,Stern Hall Resident,Participated,NULL
6790,AHSS,Honor Students' Society,Participated,NULL
6790,GKKG,Kappa Kappa Gamma,Participated,NULL
6795,GDKE,Delta Kappa Epsilon,Participated,NULL
6795,GSKK,Skull & Keys,Participated,NULL
6851,UGSL,General/Other Student Leaders,Participated,NULL
6881,NULL,NULL,NULL,NULL
6882,NULL,NULL,NULL,NULL
6883,NULL,NULL,NULL,NULL
6885,RHUV,University (Albany) Village Residnt,Participated,NULL
6885,UGSL,General/Other Student Leaders,Participated,NULL
6900,NULL,NULL,NULL,NULL
6941,NULL,NULL,NULL,NULL
6945,NULL,NULL,NULL,NULL
6954,NULL,NULL,NULL,NULL
6967,GADP,Alpha Delta Phi,Participated,NULL
7001,RHUV,University (Albany) Village Residnt,Participated,NULL
7033,MSMB,UC Marching Band Member,Participated,NULL
7033,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
7045,GDUP,Delta Upsilon,Participated,NULL
7054,MSMB,UC Marching Band Member,Participated,NULL
7145,NULL,NULL,NULL,NULL
7155,NULL,NULL,NULL,NULL
7183,RHI5,1953-62 I-House Resident,Participated,NULL
7183,RHIH,International House Resident,Participated,NULL
7209,GSN,Sigma Nu,Participated,NULL
7219,GZP,Zeta Psi,Participated,NULL
7227,NULL,NULL,NULL,NULL
7252,CLRV,California Law Review,Participated,NULL
7252,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
7252,GZBT,Zeta Beta Tau,Participated,NULL
7252,RHBH,Bowles Hall Resident,Participated,NULL
7253,RHSH,Stern Hall Resident,Participated,NULL
7289,CLRV,California Law Review,Participated,NULL
7289,GBAP,Beta Alpha Psi Schol Fraternity,Participated,NULL
7356,GKKG,Kappa Kappa Gamma,Participated,NULL
7356,SCCC,Cal Corps Friends and Alumni,Participated,NULL
7374,GSK,Sigma Kappa,Participated,NULL
7392,NULL,NULL,NULL,NULL
7398,CLAS,ASUC Officer/Senator,Participated,President
7398,SFSM,Cal Forensics Society Member,Participated,NULL
7524,GDDD,Delta Delta Delta,Participated,NULL
7532,GAPS,Alpha Phi Sorority,Participated,NULL
7549,RHIH,International House Resident,Participated,NULL
7594,NULL,NULL,NULL,NULL
7599,NULL,NULL,NULL,NULL
7603,NULL,NULL,NULL,NULL
7654,GBTP,Beta Theta Pi,Participated,NULL
7660,NULL,NULL,NULL,NULL
7661,NULL,NULL,NULL,NULL
7677,MSMB,UC Marching Band Member,Participated,NULL
7677,SCCC,Cal Corps Friends and Alumni,Participated,NULL
7709,NULL,NULL,NULL,NULL
7738,GSPD,Sigma Phi Delta Fraternity,Participated,NULL
7765,ENCE,American Society Of Civil Engineers,Participated,NULL
7765,GPKT,Phi Kappa Tau,Participated,NULL
7827,NULL,NULL,NULL,NULL
7857,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
7857,UICF,Intervarsity Christian Fellowship,Participated,NULL
7858,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
7858,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
7898,GADI,Alpha Delta Pi,Participated,NULL
7898,GSK,Sigma Kappa,Participated,NULL
7900,NULL,NULL,NULL,NULL
7917,RHBH,Bowles Hall Resident,Participated,NULL
7917,RHI4,1946-52 I-House Resident,Participated,NULL
7917,RHIH,International House Resident,Participated,NULL
7935,GDDD,Delta Delta Delta,Participated,NULL
7938,NULL,NULL,NULL,NULL
7982,GPBP,Pi Beta Phi,Participated,NULL
8036,NULL,NULL,NULL,NULL
8042,NULL,NULL,NULL,NULL
8097,GKKG,Kappa Kappa Gamma,Participated,NULL
8097,SPRL,UC Rally Committee Alumnus,Participated,NULL
8138,GDUP,Delta Upsilon,Participated,NULL
8163,AHSS,Honor Students' Society,Participated,NULL
8163,CLAS,ASUC Officer/Senator,Participated,NULL
8163,CLCP,Cal in the Capital Intern,Participated,NULL
8165,MSMB,UC Marching Band Member,Participated,NULL
8218,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
8251,GATO,Alpha Tau Omega Fraternity,Participated,NULL
8277,RHBH,Bowles Hall Resident,Participated,NULL
8281,CLAS,ASUC Officer/Senator,Participated,NULL
8281,GSAE,Sigma Alpha Epsilon,Participated,NULL
8300,GDDD,Delta Delta Delta,Participated,NULL
8301,GZP,Zeta Psi,Participated,NULL
8303,NULL,NULL,NULL,NULL
8305,GBTP,Beta Theta Pi,Participated,NULL
8305,SCCC,Cal Corps Friends and Alumni,Participated,NULL
8305,UAIE,AIESEC,Participated,NULL
8326,GADI,Alpha Delta Pi,Participated,NULL
8331,GSN,Sigma Nu,Participated,NULL
8354,CLRV,California Law Review,Participated,NULL
8354,GACI,Acacia,Participated,NULL
8367,GZP,Zeta Psi,Participated,NULL
8392,GGPB,Gamma Phi Beta,Participated,NULL
8392,SPCS,UC Card Stunt Alumni 1953-69,Participated,NULL
8416,GPDT,Phi Delta Theta,Participated,NULL
8432,GADI,Alpha Delta Pi,Participated,NULL
8447,PCDOM,Peace Corps - Dominican Republic,Participated,NULL
8447,UGSL,General/Other Student Leaders,Participated,NULL
8453,SPOC,UC Oski Committee Alumni,Participated,NULL
8481,GBAP,Beta Alpha Psi Schol Fraternity,Participated,NULL
8481,GPKP,Phi Kappa Psi,Participated,NULL
8481,SPSA,Cal Spirit Alumni,Participated,NULL
8605,GDTD,Delta Tau Delta,Participated,NULL
8605,PCUGA,Peace Corps - Uganda,Participated,NULL
8605,SCCC,Cal Corps Friends and Alumni,Participated,NULL
8605,SPCA,UC Cheerleader Alumni-Yell Leaders,Participated,NULL
8636,MSCH,UC Choral Ensembles,Participated,NULL
8672,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
8704,GBTP,Beta Theta Pi,Participated,NULL
8704,SPCA,UC Cheerleader Alumni-Yell Leaders,Participated,NULL
8711,NULL,NULL,NULL,NULL
8717,NULL,NULL,NULL,NULL
8725,CLAS,ASUC Officer/Senator,Participated,NULL
8725,GPKS,Phi Kappa Sigma,Participated,NULL
