entity_id,student_activity_code,student_activity_desc,student_particip_desc,activity_office_desc
268232,RHUV,University (Albany) Village Residnt,Participated,NULL
268256,NULL,NULL,NULL,NULL
268270,EAISR,Education Abroad Program - Israel,Participated,NULL
268271,NULL,NULL,NULL,NULL
268288,NULL,NULL,NULL,NULL
268314,RHI7,1973-82 I-House Resident,Participated,NULL
268314,RHIH,International House Resident,Participated,NULL
268357,NULL,NULL,NULL,NULL
268390,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
268414,CLAS,ASUC Officer/Senator,Participated,NULL
268414,GPM,Phi Mu,Participated,NULL
268538,NULL,NULL,NULL,NULL
268569,NULL,NULL,NULL,NULL
268605,NULL,NULL,NULL,NULL
268662,NULL,NULL,NULL,NULL
268677,NULL,NULL,NULL,NULL
268724,NULL,NULL,NULL,NULL
268766,NULL,NULL,NULL,NULL
268769,NULL,NULL,NULL,NULL
268786,NULL,NULL,NULL,NULL
268792,NULL,NULL,NULL,NULL
268797,NULL,NULL,NULL,NULL
268805,GDSE,Delta Sigma Epsilon Sorority,Participated,NULL
268825,NULL,NULL,NULL,NULL
268880,NULL,NULL,NULL,NULL
268893,AHSS,Honor Students' Society,Participated,NULL
268893,RHI5,1953-62 I-House Resident,Participated,NULL
268893,RHIH,International House Resident,Participated,NULL
268899,GSCF,Sigma Chi Fraternity,Participated,NULL
268907,NULL,NULL,NULL,NULL
268908,EAISR,Education Abroad Program - Israel,Participated,NULL
268917,NULL,NULL,NULL,NULL
269008,NULL,NULL,NULL,NULL
269204,NULL,NULL,NULL,NULL
269248,RHUV,University (Albany) Village Residnt,Participated,NULL
269248,UGSL,General/Other Student Leaders,Participated,NULL
269282,NULL,NULL,NULL,NULL
269313,NULL,NULL,NULL,NULL
269388,NULL,NULL,NULL,NULL
269408,NULL,NULL,NULL,NULL
269433,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
269437,GAOI,Alpha Omicron Pi,Participated,NULL
269485,NULL,NULL,NULL,NULL
269517,NULL,NULL,NULL,NULL
269522,NULL,NULL,NULL,NULL
269563,RHI7,1973-82 I-House Resident,Participated,NULL
269563,RHIH,International House Resident,Participated,NULL
269574,RHI7,1973-82 I-House Resident,Participated,NULL
269574,RHIH,International House Resident,Participated,NULL
269579,RHI7,1973-82 I-House Resident,Participated,NULL
269579,RHIH,International House Resident,Participated,NULL
269604,RHI6,1963-72 I-House Resident,Participated,NULL
269604,RHI7,1973-82 I-House Resident,Participated,NULL
269604,RHIH,International House Resident,Participated,NULL
269707,RHI6,1963-72 I-House Resident,Participated,NULL
269707,RHI7,1973-82 I-House Resident,Participated,NULL
269707,RHIH,International House Resident,Participated,NULL
269711,NULL,NULL,NULL,NULL
269730,NULL,NULL,NULL,NULL
269734,RHUV,University (Albany) Village Residnt,Participated,NULL
269787,RHI7,1973-82 I-House Resident,Participated,NULL
269787,RHIH,International House Resident,Participated,NULL
269815,ISSC,Inst for Study of Soc Change Stdnt,Participated,NULL
269815,RHI7,1973-82 I-House Resident,Participated,NULL
269815,RHIH,International House Resident,Participated,NULL
269827,RHI7,1973-82 I-House Resident,Participated,NULL
269827,RHIH,International House Resident,Participated,NULL
269882,GDG,Delta Gamma,Participated,NULL
269887,NULL,NULL,NULL,NULL
269949,AALS,Association of American Law Schools,Participated,NULL
269949,RHI7,1973-82 I-House Resident,Participated,NULL
269949,RHIH,International House Resident,Participated,NULL
269967,RHI7,1973-82 I-House Resident,Participated,NULL
269967,RHIH,International House Resident,Participated,NULL
269967,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
269992,RHI7,1973-82 I-House Resident,Participated,NULL
269992,RHIH,International House Resident,Participated,NULL
269992,RHUV,University (Albany) Village Residnt,Participated,NULL
270052,NULL,NULL,NULL,NULL
270054,RHUV,University (Albany) Village Residnt,Participated,NULL
270071,NULL,NULL,NULL,NULL
270097,GZP,Zeta Psi,Participated,NULL
270203,NULL,NULL,NULL,NULL
270210,SCCC,Cal Corps Friends and Alumni,Participated,NULL
270263,NULL,NULL,NULL,NULL
270351,NULL,NULL,NULL,NULL
270439,NULL,NULL,NULL,NULL
270462,SPRL,UC Rally Committee Alumnus,Participated,NULL
270462,VCSO,Cal Summer Orientation (CALSO),Participated,Counselor
270468,UBSH,Black Science & Health Association,Participated,NULL
270519,NULL,NULL,NULL,NULL
270551,AHSS,Honor Students' Society,Participated,NULL
270551,RHUV,University (Albany) Village Residnt,Participated,NULL
270662,NULL,NULL,NULL,NULL
270687,AAAD,African American Alumni Directory,Participated,NULL
270687,AHSS,Honor Students' Society,Participated,NULL
270687,AMB,Mortar Board National Honor Society,Participated,NULL
270687,CLAS,ASUC Officer/Senator,Participated,NULL
270687,CLRV,California Law Review,Participated,NULL
270687,CLSI,Cal in Sacramento Intern,Participated,NULL
270687,GDST,Delta Sigma Theta,Participated,NULL
270687,LWAF,Law Students of African Descent,Participated,NULL
270687,UBLS,Black Student Union,Participated,NULL
270687,WOCC,Women of Color Collective,Participated,NULL
270748,GDG,Delta Gamma,Participated,NULL
270748,SPSG,Cal Dance Team-Songldr/Pom Pon Alum,Participated,NULL
270761,NULL,NULL,NULL,NULL
270766,AHSS,Honor Students' Society,Participated,NULL
270808,NULL,NULL,NULL,NULL
270812,NULL,NULL,NULL,NULL
270852,NULL,NULL,NULL,NULL
270871,GPKH,Pi Kappa Phi,Participated,NULL
270936,GCO,Chi Omega,Participated,NULL
270992,GAPO,Alpha Phi Omega Nat'l Service Frat.,Participated,NULL
270993,NULL,NULL,NULL,NULL
271001,NULL,NULL,NULL,NULL
271020,AHSS,Honor Students' Society,Participated,NULL
271020,AMB,Mortar Board National Honor Society,Participated,NULL
271020,GCO,Chi Omega,Participated,NULL
271023,NULL,NULL,NULL,NULL
271033,NULL,NULL,NULL,NULL
271047,GAOI,Alpha Omicron Pi,Participated,NULL
271047,LCSP,SLCP-Student Participants,Participated,NULL
271047,UERAP,Undergrad Research Apprentice Pgm (URAP),Participated,NULL
271051,AHSS,Honor Students' Society,Participated,NULL
271051,GZBT,Zeta Beta Tau,Participated,NULL
271051,SPSA,Cal Spirit Alumni,Participated,NULL
271063,CLAS,ASUC Officer/Senator,Participated,NULL
271063,GCO,Chi Omega,Participated,NULL
271076,EAFRA,Education Abroad Program - France,Participated,NULL
271076,RHI7,1973-82 I-House Resident,Participated,NULL
271076,RHIH,International House Resident,Participated,NULL
271090,NULL,NULL,NULL,NULL
271179,NULL,NULL,NULL,NULL
271198,NULL,NULL,NULL,NULL
271265,NULL,NULL,NULL,NULL
271314,MSMB,UC Marching Band Member,Participated,NULL
271332,NULL,NULL,NULL,NULL
271368,NULL,NULL,NULL,NULL
271370,NULL,NULL,NULL,NULL
271485,NULL,NULL,NULL,NULL
271489,NULL,NULL,NULL,NULL
271493,NULL,NULL,NULL,NULL
271500,NULL,NULL,NULL,NULL
271555,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
271555,RHUV,University (Albany) Village Residnt,Participated,NULL
271623,RHI7,1973-82 I-House Resident,Participated,NULL
271623,RHIH,International House Resident,Participated,NULL
271638,RHI7,1973-82 I-House Resident,Participated,NULL
271638,RHIH,International House Resident,Participated,NULL
271756,NULL,NULL,NULL,NULL
271801,CLCP,Cal in the Capital Intern,Participated,NULL
271805,ULDS,Latter Day Saint Student Assoc,Participated,NULL
271813,NULL,NULL,NULL,NULL
271819,NULL,NULL,NULL,NULL
271822,AHSS,Honor Students' Society,Participated,NULL
271863,NULL,NULL,NULL,NULL
271866,NULL,NULL,NULL,NULL
271875,AHSS,Honor Students' Society,Participated,NULL
271890,NULL,NULL,NULL,NULL
271899,RHI7,1973-82 I-House Resident,Participated,NULL
271899,RHIH,International House Resident,Participated,NULL
272056,RHI7,1973-82 I-House Resident,Participated,NULL
272056,RHIH,International House Resident,Participated,NULL
272127,NULL,NULL,NULL,NULL
272136,NULL,NULL,NULL,NULL
272148,UCHB,Chabad Jewish Student Organization,Participated,NULL
272152,PCPRY,Peace Corps - Paraguay,Participated,NULL
272159,NULL,NULL,NULL,NULL
272162,NULL,NULL,NULL,NULL
272275,RHUV,University (Albany) Village Residnt,Participated,NULL
272289,GPSK,Phi Sigma Kappa Fraternity,Participated,NULL
272289,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
272290,NULL,NULL,NULL,NULL
272319,GDG,Delta Gamma,Participated,NULL
272321,NULL,NULL,NULL,NULL
272369,NULL,NULL,NULL,NULL
272429,NULL,NULL,NULL,NULL
272477,NULL,NULL,NULL,NULL
272547,NULL,NULL,NULL,NULL
272588,CFSJ,Center for Social Justice,Participated,NULL
272588,LWEB,East Bay Community Law Center,Participated,NULL
272588,SCCC,Cal Corps Friends and Alumni,Participated,NULL
272597,LWEL,Ecology Law Quarterly,Participated,NULL
272599,CLRV,California Law Review,Participated,NULL
272604,LWEL,Ecology Law Quarterly,Participated,NULL
272605,AAAD,African American Alumni Directory,Participated,NULL
272605,LWAA,Berk Jrnl African-American Law & Policy,Participated,NULL
272605,LWEL,Ecology Law Quarterly,Participated,NULL
272619,NULL,NULL,NULL,NULL
272636,NULL,NULL,NULL,NULL
272650,NULL,NULL,NULL,NULL
272655,MSJZ,UC Jazz Ensembles,Participated,NULL
272687,CLCP,Cal in the Capital Intern,Participated,NULL
272687,GGPB,Gamma Phi Beta,Participated,NULL
272711,NULL,NULL,NULL,NULL
272743,NULL,NULL,NULL,NULL
272853,NULL,NULL,NULL,NULL
272859,NULL,NULL,NULL,NULL
272932,NULL,NULL,NULL,NULL
272968,NULL,NULL,NULL,NULL
273003,NULL,NULL,NULL,NULL
273038,NULL,NULL,NULL,NULL
273068,NULL,NULL,NULL,NULL
273084,GKKG,Kappa Kappa Gamma,Participated,NULL
273099,NULL,NULL,NULL,NULL
273102,NULL,NULL,NULL,NULL
273136,NULL,NULL,NULL,NULL
273153,NULL,NULL,NULL,NULL
273178,NULL,NULL,NULL,NULL
273181,NULL,NULL,NULL,NULL
273247,RHI7,1973-82 I-House Resident,Participated,NULL
273247,RHIH,International House Resident,Participated,NULL
273301,RHI6,1963-72 I-House Resident,Participated,NULL
273301,RHIH,International House Resident,Participated,NULL
273302,RHI7,1973-82 I-House Resident,Participated,NULL
273302,RHIH,International House Resident,Participated,NULL
273325,RHI7,1973-82 I-House Resident,Participated,NULL
273325,RHIH,International House Resident,Participated,NULL
273361,NULL,NULL,NULL,NULL
273372,NULL,NULL,NULL,NULL
273427,NULL,NULL,NULL,NULL
273486,MSMB,UC Marching Band Member,Participated,NULL
273486,RHUV,University (Albany) Village Residnt,Participated,NULL
273490,MSCH,UC Choral Ensembles,Participated,NULL
273493,NULL,NULL,NULL,NULL
273511,NULL,NULL,NULL,NULL
273520,NULL,NULL,NULL,NULL
273530,NULL,NULL,NULL,NULL
273599,NULL,NULL,NULL,NULL
273603,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
273611,NULL,NULL,NULL,NULL
273612,NULL,NULL,NULL,NULL
273725,NULL,NULL,NULL,NULL
273730,NULL,NULL,NULL,NULL
273796,ULDS,Latter Day Saint Student Assoc,Participated,NULL
273797,NULL,NULL,NULL,NULL
273803,NULL,NULL,NULL,NULL
273861,AHSS,Honor Students' Society,Participated,NULL
273861,TCAF,Air Force ROTC,Participated,NULL
273869,NULL,NULL,NULL,NULL
273882,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
273882,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
273882,RHI7,1973-82 I-House Resident,Participated,NULL
273882,RHIH,International House Resident,Participated,NULL
273886,NULL,NULL,NULL,NULL
273887,NULL,NULL,NULL,NULL
273894,AHSS,Honor Students' Society,Participated,NULL
273894,EAJPN,Education Abroad Program - Japan,Participated,NULL
273918,NULL,NULL,NULL,NULL
273995,AHSS,Honor Students' Society,Participated,NULL
273995,MSCH,UC Choral Ensembles,Participated,NULL
274010,NULL,NULL,NULL,NULL
274033,GPDK,Phi Delta Kappa,Participated,NULL
274083,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
274083,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
274086,NULL,NULL,NULL,NULL
274239,GPUF,Psi Upsilon Fraternity,Participated,NULL
274283,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
274283,SCCC,Cal Corps Friends and Alumni,Participated,NULL
274365,GDG,Delta Gamma,Participated,NULL
274400,RHI7,1973-82 I-House Resident,Participated,NULL
274400,RHIH,International House Resident,Participated,NULL
274401,NULL,NULL,NULL,NULL
274461,NULL,NULL,NULL,NULL
274554,NULL,NULL,NULL,NULL
274571,NULL,NULL,NULL,NULL
274574,GPKH,Pi Kappa Phi,Participated,NULL
274602,NULL,NULL,NULL,NULL
274620,NULL,NULL,NULL,NULL
274637,NULL,NULL,NULL,NULL
274643,GDG,Delta Gamma,Participated,NULL
274661,GDDD,Delta Delta Delta,Participated,NULL
274820,NULL,NULL,NULL,NULL
274923,NULL,NULL,NULL,NULL
275002,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
275067,GDG,Delta Gamma,Participated,NULL
275086,NULL,NULL,NULL,NULL
275089,NULL,NULL,NULL,NULL
275168,NULL,NULL,NULL,NULL
275174,UICF,Intervarsity Christian Fellowship,Participated,NULL
275181,NULL,NULL,NULL,NULL
275262,NULL,NULL,NULL,NULL
275283,NULL,NULL,NULL,NULL
275343,AHSS,Honor Students' Society,Participated,NULL
275343,GCE,Chi Epsilon Civil Eng Honor Society,Participated,NULL
275343,GLCA,Lambda Chi Alpha Fraternity,Participated,NULL
275343,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
275364,GKDR,Kappa Delta Rho,Participated,NULL
275375,LWLF,Berkeley Law Foundation,Participated,NULL
275375,RHI7,1973-82 I-House Resident,Participated,NULL
275375,RHIH,International House Resident,Participated,NULL
275380,RHI7,1973-82 I-House Resident,Participated,NULL
275380,RHIH,International House Resident,Participated,NULL
275392,CLAS,ASUC Officer/Senator,Participated,NULL
275392,RHI7,1973-82 I-House Resident,Participated,NULL
275392,RHIH,International House Resident,Participated,NULL
275412,RHI7,1973-82 I-House Resident,Participated,NULL
275412,RHIH,International House Resident,Participated,NULL
275412,RHUV,University (Albany) Village Residnt,Participated,NULL
275435,GKKG,Kappa Kappa Gamma,Participated,NULL
275465,NULL,NULL,NULL,NULL
275568,NULL,NULL,NULL,NULL
275584,NULL,NULL,NULL,NULL
275662,EAESP,Education Abroad Program - Spain,Participated,NULL
275669,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
275696,GCS,Chi Psi,Participated,NULL
275700,NULL,NULL,NULL,NULL
275736,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
275736,TCAF,Air Force ROTC,Participated,NULL
275738,NULL,NULL,NULL,NULL
275742,RHI7,1973-82 I-House Resident,Participated,NULL
275742,RHIH,International House Resident,Participated,NULL
275801,NULL,NULL,NULL,NULL
275808,NULL,NULL,NULL,NULL
275810,AHSS,Honor Students' Society,Participated,NULL
275810,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
275869,NULL,NULL,NULL,NULL
275871,AHSS,Honor Students' Society,Participated,NULL
275885,NULL,NULL,NULL,NULL
275889,NULL,NULL,NULL,NULL
275891,NULL,NULL,NULL,NULL
275918,NULL,NULL,NULL,NULL
275922,NULL,NULL,NULL,NULL
275937,NULL,NULL,NULL,NULL
275947,AHSS,Honor Students' Society,Participated,NULL
275986,NULL,NULL,NULL,NULL
275990,NULL,NULL,NULL,NULL
275995,NULL,NULL,NULL,NULL
275999,NULL,NULL,NULL,NULL
276011,NULL,NULL,NULL,NULL
276093,NULL,NULL,NULL,NULL
276099,NULL,NULL,NULL,NULL
276138,RHI7,1973-82 I-House Resident,Participated,NULL
276138,RHIH,International House Resident,Participated,NULL
276150,CLAS,ASUC Officer/Senator,Participated,NULL
276150,CLCP,Cal in the Capital Intern,Participated,NULL
276150,CLSI,Cal in Sacramento Intern,Participated,NULL
276150,LSEO,Undergraduate Economics Association,Participated,NULL
276150,SFSM,Cal Forensics Society Member,Participated,NULL
276161,NULL,NULL,NULL,NULL
276219,NULL,NULL,NULL,NULL
276252,AHSS,Honor Students' Society,Participated,NULL
276255,GCH,Chi Phi,Participated,NULL
276255,TCAF,Air Force ROTC,Participated,NULL
276261,NULL,NULL,NULL,NULL
276278,NULL,NULL,NULL,NULL
276287,NULL,NULL,NULL,NULL
276289,NULL,NULL,NULL,NULL
276300,GAOI,Alpha Omicron Pi,Participated,NULL
276316,NULL,NULL,NULL,NULL
276333,NULL,NULL,NULL,NULL
276399,AHSS,Honor Students' Society,Participated,NULL
276399,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
276411,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
276421,NULL,NULL,NULL,NULL
276426,GADI,Alpha Delta Pi,Participated,NULL
276426,GTDC,Theta Delta Chi,Participated,NULL
276445,NULL,NULL,NULL,NULL
276447,NULL,NULL,NULL,NULL
276461,RHUV,University (Albany) Village Residnt,Participated,NULL
276468,RHUV,University (Albany) Village Residnt,Participated,NULL
276469,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
276520,NULL,NULL,NULL,NULL
276558,SCCS,Child Care Student-Parent Alumni,Participated,NULL
276561,NULL,NULL,NULL,NULL
276565,NULL,NULL,NULL,NULL
276577,NULL,NULL,NULL,NULL
276580,AHSS,Honor Students' Society,Participated,NULL
276580,BUNI,Haas Net Impact,Participated,NULL
276582,NULL,NULL,NULL,NULL
276633,NULL,NULL,NULL,NULL
276636,NULL,NULL,NULL,NULL
276656,NULL,NULL,NULL,NULL
276661,NULL,NULL,NULL,NULL
276677,RHBH,Bowles Hall Resident,Participated,NULL
276684,GKA,Kappa Alpha,Participated,NULL
276684,MSJZ,UC Jazz Ensembles,Participated,NULL
276685,GPKH,Pi Kappa Phi,Participated,NULL
276695,RHI7,1973-82 I-House Resident,Participated,NULL
276695,RHIH,International House Resident,Participated,NULL
276730,NULL,NULL,NULL,NULL
276733,AHSS,Honor Students' Society,Participated,NULL
276733,SPRL,UC Rally Committee Alumnus,Participated,NULL
276744,UCSA,Chinese Student Association,Participated,NULL
276744,USBR,Summer Bridge Program Participant,Participated,NULL
276751,NULL,NULL,NULL,NULL
276769,GDG,Delta Gamma,Participated,NULL
276799,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
276807,NULL,NULL,NULL,NULL
276818,NULL,NULL,NULL,NULL
276821,GTKF,Tau Kappa Epsilon Fraternity,Participated,NULL
276855,NULL,NULL,NULL,NULL
276859,UICF,Intervarsity Christian Fellowship,Participated,NULL
276865,NULL,NULL,NULL,NULL
276872,NULL,NULL,NULL,NULL
276883,MSMB,UC Marching Band Member,Participated,NULL
276917,NULL,NULL,NULL,NULL
276921,GDSP,Delta Sigma Phi,Participated,NULL
276958,GTBP,Tau Beta Pi Engineers' Honors Society,Participated,NULL
276973,NRFSF,Forestry Summer Field Program,Participated,NULL
277051,NULL,NULL,NULL,NULL
277091,GPKT,Phi Kappa Tau,Participated,NULL
277104,AHSS,Honor Students' Society,Participated,NULL
277105,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
277220,GCH,Chi Phi,Participated,NULL
277223,SPRL,UC Rally Committee Alumnus,Participated,NULL
277273,MSJZ,UC Jazz Ensembles,Participated,NULL
277292,CLCP,Cal in the Capital Intern,Participated,NULL
277292,GKKG,Kappa Kappa Gamma,Participated,NULL
277370,GPDK,Phi Delta Kappa,Participated,NULL
277370,RHUV,University (Albany) Village Residnt,Participated,NULL
277376,NULL,NULL,NULL,NULL
277519,EABRA,Education Abroad Program - Brazil,Participated,NULL
277586,NULL,NULL,NULL,NULL
277595,NULL,NULL,NULL,NULL
277607,NULL,NULL,NULL,NULL
277649,NULL,NULL,NULL,NULL
277658,NULL,NULL,NULL,NULL
277690,EAFRA,Education Abroad Program - France,Participated,NULL
277690,UGSL,General/Other Student Leaders,Participated,NULL
277748,RHI7,1973-82 I-House Resident,Participated,NULL
277748,RHIH,International House Resident,Participated,NULL
277755,GSK,Sigma Kappa,Participated,NULL
277757,NULL,NULL,NULL,NULL
277762,GPLP,Pi Lambda Phi,Participated,NULL
277762,RHBH,Bowles Hall Resident,Participated,NULL
277762,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
277762,UHGC,Cal Hang Gliding Club,Participated,NULL
277826,NULL,NULL,NULL,NULL
277828,NULL,NULL,NULL,NULL
277954,NULL,NULL,NULL,NULL
277959,NULL,NULL,NULL,NULL
278017,NULL,NULL,NULL,NULL
278116,NULL,NULL,NULL,NULL
278158,GKKG,Kappa Kappa Gamma,Participated,NULL
278162,NULL,NULL,NULL,NULL
278245,NULL,NULL,NULL,NULL
278260,NULL,NULL,NULL,NULL
278280,RHUV,University (Albany) Village Residnt,Participated,NULL
278280,URRR,Raza Recruitment & Retention Center,Participated,NULL
278290,NULL,NULL,NULL,NULL
278344,RHUV,University (Albany) Village Residnt,Participated,NULL
278355,NULL,NULL,NULL,NULL
278379,RHRV,Rochdale Village Co-Op Resident,Participated,NULL
278379,RHSC,Univ Students Co-op Assoc. Resident,Participated,NULL
278408,RHUV,University (Albany) Village Residnt,Participated,NULL
278473,NULL,NULL,NULL,NULL
278527,NULL,NULL,NULL,NULL
278599,GPBP,Pi Beta Phi,Participated,NULL
278619,GKKG,Kappa Kappa Gamma,Participated,NULL
278620,GKKG,Kappa Kappa Gamma,Participated,NULL
278635,AALS,Association of American Law Schools,Participated,NULL
278635,CLCP,Cal in the Capital Intern,Participated,NULL
278635,IHRL,Int'l Human Rights Law Clinic,Participated,NULL
