entity_id,committee_code,committee_desc,committee_role_desc,unit_desc
29,NE2,Engineering Annual Fund Volunteers Commi,Volunteer,Engineering
51,NULL,NULL,NULL,NULL
59,NULL,NULL,NULL,NULL
72,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
80,NULL,NULL,NULL,NULL
151,BA1,CAA Board of Directors,Director,Cal Alumni Association
151,BA1,CAA Board of Directors,Vice President at Large,Cal Alumni Association
151,R1957,Class of 1957 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
151,UA2,*Cal Annual Fund Advisory Committee-Defu,Committee Member,Univ Development/Alumni Relations - UDAR
194,NULL,NULL,NULL,NULL
222,NULL,NULL,NULL,NULL
235,AU1,*Haas Cal Business Alumni Board,Board Member,Business
258,NULL,NULL,NULL,NULL
295,NULL,NULL,NULL,NULL
297,NULL,NULL,NULL,NULL
347,NULL,NULL,NULL,NULL
352,NULL,NULL,NULL,NULL
417,NULL,NULL,NULL,NULL
443,NULL,NULL,NULL,NULL
461,NULL,NULL,NULL,NULL
463,NULL,NULL,NULL,NULL
464,NULL,NULL,NULL,NULL
486,NULL,NULL,NULL,NULL
490,NULL,NULL,NULL,NULL
517,BN1,CNR Advisory Board,Member,Natural Resources
517,BU1,Haas School of Business Board,Board Member,Business
517,CVOC,*Orange County Committee-Defunct,Chair,Univ Development/Alumni Relations - UDAR
517,DGD1,*Graduate Fellowships Advisory Board,Member,Graduate Division
517,MH1,Public Health Policy Advisory Council,Member,Public Health
517,MH2,*Public Health Genetic Counseling Cmte,Committee Member,Public Health
517,R1965,Class of 1965 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
517,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
517,UN3,Thanks To Berkeley So Cal Cmpgn Celeb Ho,Committee Member,Univ Development/Alumni Relations - UDAR
517,UP1,*Public Affairs Cal Parents Prgrm Board,Board Member,Parent Philanthropy & Engagement - UDAR
517,UT1,UCBF Elected Trustees - Term 1,Advisory Trustee,UC Berkeley Foundation
517,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
517,UTEM,UCBF Emeritus Trustees,Member,UC Berkeley Foundation
517,UTL,*UCBF Long Range Planning Committee,Chair,UC Berkeley Foundation
517,UTL,*UCBF Long Range Planning Committee,Vice Chair,UC Berkeley Foundation
517,UTPS,*UCBF Stewardship Strategy Working Group,Committee Member,UC Berkeley Foundation
517,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
517,UUH0,*KTP Orange County Committee,Member,Univ Development/Alumni Relations - UDAR
517,UUH3,*Haas Campaign Exec Committee,Member,Business
567,NULL,NULL,NULL,NULL
572,NULL,NULL,NULL,NULL
574,DGD1,*Graduate Fellowships Advisory Board,Member,Graduate Division
574,UTXO,UCBF Ex Officio Trustees,Member,UC Berkeley Foundation
574,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
576,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
597,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
604,AE1,EECS Industrial Advisory Board,Board Member,Engineering
604,NE2,Engineering Annual Fund Volunteers Commi,Volunteer,Engineering
632,NULL,NULL,NULL,NULL
647,NULL,NULL,NULL,NULL
713,MU5,*Haas Development Council,Member,Business
724,NULL,NULL,NULL,NULL
732,NULL,NULL,NULL,NULL
775,CVSD,*San Diego Committee-Defunct,Member,Univ Development/Alumni Relations - UDAR
776,NULL,NULL,NULL,NULL
809,NULL,NULL,NULL,NULL
841,NULL,NULL,NULL,NULL
846,NULL,NULL,NULL,NULL
867,BL1,*L&S Executive Board,Board Member,Letters & Science
867,BP1,GSPP Advisory Board,Board Member,Public Policy
867,BP1,GSPP Advisory Board,Chair,Public Policy
867,SCCC,Southern California Chancellor's Council,Member,Univ Development/Alumni Relations - UDAR
867,UT1,UCBF Elected Trustees - Term 1,Appointed Trustee-LS,UC Berkeley Foundation
867,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
867,UTEXA,BoV-UCBF External Affairs Committee,Member,Chancellor
867,UUG7,*KTP West Los Angeles Committee,Member,Univ Development/Alumni Relations - UDAR
885,BA1,CAA Board of Directors,Director,Cal Alumni Association
899,ME5,Engineerng Alumni Society-So Cal Board O,Director,Cal Alumni Association
899,ME5,Engineerng Alumni Society-So Cal Board O,Treasurer,Cal Alumni Association
953,NULL,NULL,NULL,NULL
968,NULL,NULL,NULL,NULL
1015,BCH1,Chemistry Advisory Board,Member,Chemistry
1015,BCTWH,Berkeley Club of Taiwan Hon Bd Advsrs,Advisory Member,International Relations - UDAR
1023,BL1,*L&S Executive Board,Board Member,Letters & Science
1023,R1957,Class of 1957 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1023,UUH3,*Haas Campaign Exec Committee,Member,Business
1035,NULL,NULL,NULL,NULL
1102,NULL,NULL,NULL,NULL
1103,NULL,NULL,NULL,NULL
1109,NULL,NULL,NULL,NULL
1126,NULL,NULL,NULL,NULL
1128,NULL,NULL,NULL,NULL
1151,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
1151,R1955,Class of 1955 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1163,NULL,NULL,NULL,NULL
1168,NULL,NULL,NULL,NULL
1169,NULL,NULL,NULL,NULL
1184,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
1184,MV2,*CED Picnic at Runnymede Committee-Defun,Committee Member,Environmental Design
1194,NULL,NULL,NULL,NULL
1196,BA1,CAA Board of Directors,Director,Cal Alumni Association
1196,CVLA,*Greater LA Committee-Defunct,Chair,Univ Development/Alumni Relations - UDAR
1196,M9HS,*Health Sciences Initiative Volunteer Cm,Committee Member,Univ Development/Alumni Relations - UDAR
1196,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
1196,UT1,UCBF Elected Trustees - Term 1,Advisory Trustee,UC Berkeley Foundation
1196,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
1196,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
1196,UUG7,*KTP West Los Angeles Committee,Member,Univ Development/Alumni Relations - UDAR
1202,R1965,Class of 1965 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1207,AF1,Incentive Awards Program Honorary Commit,Member,Student Affairs
1207,BA1,CAA Board of Directors,Director,Cal Alumni Association
1207,BNCCC,Bancroft Campaign Committee,Member,Library
1207,BP1,GSPP Advisory Board,Board Member,Public Policy
1207,CVLA,*Greater LA Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
1207,MO2,Library Board,Board Member,Library
1207,MO9,Bancroft Centennial Campaign Leadership,Member,Library
1207,R1964,Class of 1964 Reunion Committee,Chair,Milestone & Next Gen Philanthropy - UDAR
1207,R1964,Class of 1964 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1207,UN3,Thanks To Berkeley So Cal Cmpgn Celeb Ho,Committee Member,Univ Development/Alumni Relations - UDAR
1207,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
1207,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
1208,NULL,NULL,NULL,NULL
1233,R1960,Class of 1960 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1234,BCH6,Chemistry Volunteer Fundraiser Committee,Member,Chemistry
1262,NULL,NULL,NULL,NULL
1301,NULL,NULL,NULL,NULL
1306,ALI1,Library Campaign Leadership Committee,Committee Member,Library
1306,AUA1,Campus Life & Leadership Alumni Advisory,Board Member,Student Affairs
1306,BNCCC,Bancroft Campaign Committee,Member,Library
1306,CVLA,*Greater LA Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
1306,JRLS,Rosston Library Society,Member,Library
1306,MO2,Library Board,Board Member,Library
1306,MO2,Library Board,Honorary Member,Library
1306,MO2,Library Board,President,Library
1306,MO9,Bancroft Centennial Campaign Leadership,Member,Library
1306,R1960,Class of 1960 Reunion Committee,Co-Chair,Milestone & Next Gen Philanthropy - UDAR
1306,R1960,Class of 1960 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1306,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
1306,UN3,Thanks To Berkeley So Cal Cmpgn Celeb Ho,Committee Member,Univ Development/Alumni Relations - UDAR
1306,UT1,UCBF Elected Trustees - Term 1,Advisory Trustee,UC Berkeley Foundation
1306,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
1306,UTAW,UCBF Awards Task Force,Member,UC Berkeley Foundation
1306,UTE,UCBF Executive Committee,Committee Member,UC Berkeley Foundation
1306,UTEM,UCBF Emeritus Trustees,Member,UC Berkeley Foundation
1306,UTG,UCBF Governance Committee,Chair,UC Berkeley Foundation
1306,UTG,UCBF Governance Committee,Vice Chair,UC Berkeley Foundation
1306,UTGN,UCBF Nominating Committee,Chair,UC Berkeley Foundation
1306,UTGN,UCBF Nominating Committee,Committee Member,UC Berkeley Foundation
1306,UTSP,*UCBF Strategic Planning Task Force,Member,UC Berkeley Foundation
1306,UTXO,UCBF Ex Officio Trustees,Member,UC Berkeley Foundation
1306,UUG6,*KTP Southern Califonia Steering Committ,Member,Univ Development/Alumni Relations - UDAR
1306,UUG8,*KTP San Gabriel Committee,Member,Univ Development/Alumni Relations - UDAR
1315,NULL,NULL,NULL,NULL
1328,BCH6,Chemistry Volunteer Fundraiser Committee,Member,Chemistry
1339,NULL,NULL,NULL,NULL
1347,AE2,CEE Advisory Council,Board Member,Engineering
1347,AE2,CEE Advisory Council,Emeritus Member,Engineering
1356,NULL,NULL,NULL,NULL
1373,NULL,NULL,NULL,NULL
1376,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
1376,MO12,IGS National Advisory Council,Member,Governmental Studies Institute
1376,R1968,Class of 1968 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1381,AF1,Incentive Awards Program Honorary Commit,Member,Student Affairs
1381,BL4,L&S Advisory Board,Emeritus Member,Letters & Science
1381,BL4,L&S Advisory Board,Member,Letters & Science
1381,BVEXT,BoV External Affairs Committee,Member,Chancellor
1381,CVSC,*S Calif Leadership Gifts Committee-Defu,Committee Member,Major Gifts - UDAR
1381,R1961,Class of 1961 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1381,SCCC,Southern California Chancellor's Council,Member,Univ Development/Alumni Relations - UDAR
1381,UC5,Board of Visitors,Member,Chancellor
1381,UC6,Chancellor's Task Force-Alumni Engagemnt,Member,Chancellor
1381,UN3,Thanks To Berkeley So Cal Cmpgn Celeb Ho,Committee Member,Univ Development/Alumni Relations - UDAR
1381,URLA,LA Advisory Committee,Advisory Member,Univ Development/Alumni Relations - UDAR
1381,UT1,UCBF Elected Trustees - Term 1,Executive Officer,UC Berkeley Foundation
1381,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
1381,UT1,UCBF Elected Trustees - Term 1,Vice Chair,UC Berkeley Foundation
1381,UTC,*UCBF Campaign Steering Committee,Committee Member,UC Berkeley Foundation
1381,UTCFM,*UCBF Campaign Funding Model Task Force,Member,UC Berkeley Foundation
1381,UTD,UCBF Audit Committee,Chair,UC Berkeley Foundation
1381,UTE,UCBF Executive Committee,Chair,UC Berkeley Foundation
1381,UTE,UCBF Executive Committee,Committee Member,UC Berkeley Foundation
1381,UTE,UCBF Executive Committee,Vice Chair,UC Berkeley Foundation
1381,UTEM,UCBF Emeritus Trustees,Member,UC Berkeley Foundation
1381,UTEXA,BoV-UCBF External Affairs Committee,Member,Chancellor
1381,UTF,UCBF Finance & Administration Committee,Committee Member,UC Berkeley Foundation
1381,UTG,UCBF Governance Committee,Committee Member,UC Berkeley Foundation
1381,UTGN,UCBF Nominating Committee,Committee Member,UC Berkeley Foundation
1381,UTP,UCBF Programs Committee,Committee Member,UC Berkeley Foundation
1425,R1960,Class of 1960 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1432,NULL,NULL,NULL,NULL
1443,BX1,Incentive Awards Program Selection Commi,Emeritus Member,Student Affairs
1443,BX1,Incentive Awards Program Selection Commi,Nominating Committee,Student Affairs
1456,NULL,NULL,NULL,NULL
1459,X15,Daily Californian Education Fdn Board Of,Board Member,UDAR Affiliates
1466,BS1,LHS Advisory Council,Member,Lawrence Hall of Science
1489,NULL,NULL,NULL,NULL
1518,NULL,NULL,NULL,NULL
1600,NULL,NULL,NULL,NULL
1681,NULL,NULL,NULL,NULL
1687,NULL,NULL,NULL,NULL
1699,NULL,NULL,NULL,NULL
1727,UC4,Chancellor's Cabinet,Member,Chancellor
1727,UTXO,UCBF Ex Officio Trustees,Member,UC Berkeley Foundation
1758,NULL,NULL,NULL,NULL
1790,NULL,NULL,NULL,NULL
1796,NULL,NULL,NULL,NULL
1802,R1966,Class of 1966 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1816,NULL,NULL,NULL,NULL
1845,NULL,NULL,NULL,NULL
1850,NULL,NULL,NULL,NULL
1868,NULL,NULL,NULL,NULL
1876,NULL,NULL,NULL,NULL
1920,BA1,CAA Board of Directors,Director,Cal Alumni Association
1920,R1962,Class of 1962 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
1920,UUF1,*KTP Campaign Exec Committee,Member,Univ Development/Alumni Relations - UDAR
1930,NULL,NULL,NULL,NULL
1977,NULL,NULL,NULL,NULL
1994,NULL,NULL,NULL,NULL
2008,NULL,NULL,NULL,NULL
2092,NULL,NULL,NULL,NULL
2095,NULL,NULL,NULL,NULL
2114,MN1,Cal Alum Foresters Executive Committee,Secretary,Natural Resources
2115,NULL,NULL,NULL,NULL
2116,NULL,NULL,NULL,NULL
2130,NULL,NULL,NULL,NULL
2164,UUG4,*KTP Kern County Committee,Member,Univ Development/Alumni Relations - UDAR
2166,NULL,NULL,NULL,NULL
2170,NULL,NULL,NULL,NULL
2199,NULL,NULL,NULL,NULL
2204,NULL,NULL,NULL,NULL
2239,NULL,NULL,NULL,NULL
2279,NULL,NULL,NULL,NULL
2281,NULL,NULL,NULL,NULL
2326,NULL,NULL,NULL,NULL
2345,CVNY,*Metro New York Campaign Committee,Member,Major Gifts - UDAR
2346,NULL,NULL,NULL,NULL
2389,R1968,Class of 1968 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
2394,NULL,NULL,NULL,NULL
2412,NULL,NULL,NULL,NULL
2436,NULL,NULL,NULL,NULL
2463,NULL,NULL,NULL,NULL
2520,NULL,NULL,NULL,NULL
2532,BA1,CAA Board of Directors,Director,Cal Alumni Association
2532,BA1,CAA Board of Directors,Vice President at Large,Cal Alumni Association
2532,BB1,*Bear Backer Council-Defunct,Board Member,Intercollegiate Athletics
2532,MB5,*WIA Bear Boosters Board-Defunct,Board Member,Intercollegiate Athletics
2532,R1951,Class of 1951 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
2532,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
2546,MU5,*Haas Development Council,Member,Business
2559,AU38,Haas HAN San Francisco Chapter Board,Member,Business
2559,R1955,Class of 1955 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
2616,NULL,NULL,NULL,NULL
2642,AF1,Incentive Awards Program Honorary Commit,Member,Student Affairs
2653,R1967,Class of 1967 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
2653,UUH8,*Law Campaign Committee,Member,Law
2657,NULL,NULL,NULL,NULL
2685,NULL,NULL,NULL,NULL
2694,CVLA,*Greater LA Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
2694,UUG8,*KTP San Gabriel Committee,Member,Univ Development/Alumni Relations - UDAR
2705,NULL,NULL,NULL,NULL
2740,AW1,Boalt Hall Campaign For Campaign Leaders,Member,Law
2740,MW1,Berkeley Law Alumni Assn Director Board,Board Member,Law
2740,MW1,Berkeley Law Alumni Assn Director Board,Member,Law
2740,MW1,Berkeley Law Alumni Assn Director Board,Past President,Law
2740,MW1,Berkeley Law Alumni Assn Director Board,President,Law
2740,MW1,Berkeley Law Alumni Assn Director Board,President-Elect,Law
2740,UT1,UCBF Elected Trustees - Term 1,Appointed Trustee-Law,UC Berkeley Foundation
2740,UUH8,*Law Campaign Committee,Member,Law
2748,BA1,CAA Board of Directors,Director,Cal Alumni Association
2748,R1964,Class of 1964 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
2758,NULL,NULL,NULL,NULL
2775,NULL,NULL,NULL,NULL
2791,NULL,NULL,NULL,NULL
2810,NULL,NULL,NULL,NULL
2820,NULL,NULL,NULL,NULL
2842,NULL,NULL,NULL,NULL
2899,NULL,NULL,NULL,NULL
2911,ME3,Engineerng Alumni Society Board Of Direc,Member,Cal Alumni Association
2917,NULL,NULL,NULL,NULL
2932,CVOC,*Orange County Committee-Defunct,Board Member,Univ Development/Alumni Relations - UDAR
3025,NULL,NULL,NULL,NULL
3050,BM1,BAMPFA Board of Trustees,Member,Berkeley Art Museum
3050,NAM1,*Chancellor's Committee-UCB Art Musuem &,Member,Berkeley Art Museum
3050,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3059,NULL,NULL,NULL,NULL
3069,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3113,NULL,NULL,NULL,NULL
3119,AW1,Boalt Hall Campaign For Campaign Leaders,Member,Law
3119,BA1,CAA Board of Directors,Director,Cal Alumni Association
3119,MW1,Berkeley Law Alumni Assn Director Board,Board Member,Law
3119,R1955,Class of 1955 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
3119,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
3119,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3119,UUH8,*Law Campaign Committee,Member,Law
3121,NULL,NULL,NULL,NULL
3151,NULL,NULL,NULL,NULL
3162,NULL,NULL,NULL,NULL
3177,NULL,NULL,NULL,NULL
3186,R1963,Class of 1963 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
3196,NULL,NULL,NULL,NULL
3233,NULL,NULL,NULL,NULL
3284,RC12,CAA Chinese Chpter Alumni Directors,Member,Cal Alumni Association
3327,NULL,NULL,NULL,NULL
3344,NULL,NULL,NULL,NULL
3349,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3365,NULL,NULL,NULL,NULL
3383,MH2,*Public Health Genetic Counseling Cmte,Committee Member,Public Health
3383,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3383,UUJ8,*KTP UHS Campaign Committee,Member,University Health Services
3386,BU1,Haas School of Business Board,Board Member,Business
3452,NULL,NULL,NULL,NULL
3495,NULL,NULL,NULL,NULL
3528,NULL,NULL,NULL,NULL
3535,NULL,NULL,NULL,NULL
3541,AHM1,Hearst Museum of Anthropology Advisory C,Committee Member,Hearst Anthropology Museum
3541,ALI1,Library Campaign Leadership Committee,Committee Member,Library
3541,CFBL,Friends of Bancroft Library Council,Member,Library
3541,MO2,Library Board,Board Member,Library
3546,NULL,NULL,NULL,NULL
3569,NULL,NULL,NULL,NULL
3570,NULL,NULL,NULL,NULL
3603,NULL,NULL,NULL,NULL
3627,NULL,NULL,NULL,NULL
3642,NULL,NULL,NULL,NULL
3678,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3730,NULL,NULL,NULL,NULL
3734,NULL,NULL,NULL,NULL
3777,NULL,NULL,NULL,NULL
3785,BN1,CNR Advisory Board,Board Member,Natural Resources
3793,NULL,NULL,NULL,NULL
3798,R1966,Class of 1966 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
3857,BCH1,Chemistry Advisory Board,Member,Chemistry
3857,BCH6,Chemistry Volunteer Fundraiser Committee,Member,Chemistry
3923,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
3923,AW1,Boalt Hall Campaign For Campaign Leaders,Member,Law
3923,BCLBA,BCLB Executive Advisory Board,Member,Law
3923,BM1,BAMPFA Board of Trustees,Chair,Berkeley Art Museum
3923,BM1,BAMPFA Board of Trustees,Member,Berkeley Art Museum
3923,BM1,BAMPFA Board of Trustees,President,Berkeley Art Museum
3923,BM1,BAMPFA Board of Trustees,Vice President,Berkeley Art Museum
3923,BW1,*Boalt Hall Board Trustee-Defunct,Board Member,Law
3923,CVBH,*Boalt Hall Campaign Committee-Defunct,Committee Member,Law
3923,MW1,Berkeley Law Alumni Assn Director Board,Board Member,Law
3923,MW1,Berkeley Law Alumni Assn Director Board,Ex Officio,Law
3923,MW1,Berkeley Law Alumni Assn Director Board,Member,Law
3923,MW1,Berkeley Law Alumni Assn Director Board,President,Law
3923,NAM1,*Chancellor's Committee-UCB Art Musuem &,Member,Berkeley Art Museum
3923,R1963,Class of 1963 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
3923,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
3923,UO1,*UCBF International Committee,Committee Member,UC Berkeley Foundation
3923,UT1,UCBF Elected Trustees - Term 1,Appointed Trustee-Law,UC Berkeley Foundation
3923,UT1,UCBF Elected Trustees - Term 1,Executive Officer,UC Berkeley Foundation
3923,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
3923,UT3,UCBF Elected Trustees - Term 3,Trustee,UC Berkeley Foundation
3923,UT4,UCBF Elected Trustees - Term 4,Trustee,UC Berkeley Foundation
3923,UTCFM,*UCBF Campaign Funding Model Task Force,Member,UC Berkeley Foundation
3923,UTCSC,BoV-UCBF Capital Strategies Committee,Member,Chancellor
3923,UTE,UCBF Executive Committee,Committee Member,UC Berkeley Foundation
3923,UTENV,UCBF Environmental Social Governance Sub,Member,UC Berkeley Foundation
3923,UTF,UCBF Finance & Administration Committee,Chair,UC Berkeley Foundation
3923,UTF,UCBF Finance & Administration Committee,Committee Member,UC Berkeley Foundation
3923,UTG,UCBF Governance Committee,Chair,UC Berkeley Foundation
3923,UTG,UCBF Governance Committee,Vice Chair,UC Berkeley Foundation
3923,UTGN,UCBF Nominating Committee,Committee Member,UC Berkeley Foundation
3923,UTP,UCBF Programs Committee,Committee Member,UC Berkeley Foundation
3923,UTPS,*UCBF Stewardship Strategy Working Group,Vice Chair,UC Berkeley Foundation
3923,UTSG,UCBF Special Gifts Task Force,Member,UC Berkeley Foundation
3923,UTXO,UCBF Ex Officio Trustees,Member,UC Berkeley Foundation
3923,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
3923,UUH8,*Law Campaign Committee,Chair,Law
3935,NULL,NULL,NULL,NULL
3942,NULL,NULL,NULL,NULL
3972,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
3972,R1957,Class of 1957 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
3978,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
3978,R1968,Class of 1968 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4039,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
4039,R1960,Class of 1960 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4043,NULL,NULL,NULL,NULL
4055,NULL,NULL,NULL,NULL
4113,NULL,NULL,NULL,NULL
4118,BA1,CAA Board of Directors,Director,Cal Alumni Association
4118,MA7,CAA Young Alumni Council,Member,Cal Alumni Association
4118,R1966,Class of 1966 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4138,NULL,NULL,NULL,NULL
4152,NULL,NULL,NULL,NULL
4161,NULL,NULL,NULL,NULL
4183,NULL,NULL,NULL,NULL
4292,NULL,NULL,NULL,NULL
4298,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
4298,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
4306,NULL,NULL,NULL,NULL
4310,MW1,Berkeley Law Alumni Assn Director Board,Board Member,Law
4310,UUH8,*Law Campaign Committee,Member,Law
4330,AA3,CAA Class Reunion Host Committee,Volunteer,Cal Alumni Association
4330,R1962,Class of 1962 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4360,R1953,Class of 1953 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4408,NULL,NULL,NULL,NULL
4425,BA1,CAA Board of Directors,Director,Cal Alumni Association
4425,BB1,*Bear Backer Council-Defunct,Board Member,Intercollegiate Athletics
4425,MA7,CAA Young Alumni Council,Member,Cal Alumni Association
4425,MB1,Big C Board of Directors,Board Member,Intercollegiate Athletics
4425,R1966,Class of 1966 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4425,X60,San Francisco Grid Club Board Of Directo,Director,Intercollegiate Athletics
4444,NULL,NULL,NULL,NULL
4454,BCH6,Chemistry Volunteer Fundraiser Committee,Member,Chemistry
4504,BA1,CAA Board of Directors,Director,Cal Alumni Association
4504,BB1,*Bear Backer Council-Defunct,Board Member,Intercollegiate Athletics
4504,R1959,Class of 1959 Reunion Committee,Member,Milestone & Next Gen Philanthropy - UDAR
4504,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
4504,UT1,UCBF Elected Trustees - Term 1,Chair,UC Berkeley Foundation
4504,UT1,UCBF Elected Trustees - Term 1,Immediate Past Chair,UC Berkeley Foundation
4504,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
4504,UTEM,UCBF Emeritus Trustees,Member,UC Berkeley Foundation
4504,UTI,*UCBF Investment Committee,Committee Member,UC Berkeley Foundation
4504,UTPS,*UCBF Stewardship Strategy Working Group,Committee Member,UC Berkeley Foundation
4504,UTXO,UCBF Ex Officio Trustees,Member,UC Berkeley Foundation
4504,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
4504,UUF1,*KTP Campaign Exec Committee,Member,Univ Development/Alumni Relations - UDAR
4504,UUF8,*KTP N Cal Campaign Committee,Member,Univ Development/Alumni Relations - UDAR
4511,NULL,NULL,NULL,NULL
4534,NULL,NULL,NULL,NULL
4547,NULL,NULL,NULL,NULL
4548,NULL,NULL,NULL,NULL
4581,SCCC,Southern California Chancellor's Council,Member,Univ Development/Alumni Relations - UDAR
4589,NULL,NULL,NULL,NULL
4635,NULL,NULL,NULL,NULL
4656,BA1,CAA Board of Directors,Director,Cal Alumni Association
4656,BK2,Graduate School of Education Advisory Bo,Board Member,Education
4656,BL1,*L&S Executive Board,Board Member,Letters & Science
4656,CVNY,*Metro New York Campaign Committee,Committee Member,Major Gifts - UDAR
4656,MA7,CAA Young Alumni Council,Member,Cal Alumni Association
4656,MO2,Library Board,Board Member,Library
4656,UA1,*UCBF Trustees Annual Programs,Committee Member,UC Berkeley Foundation
4656,UT1,UCBF Elected Trustees - Term 1,Trustee,UC Berkeley Foundation
4656,UUA7,*KTP Volunteer,Member,Univ Development/Alumni Relations - UDAR
4656,UUF6,*KTP New York Area Committee,Member,Univ Development/Alumni Relations - UDAR
4656,UUJ9,*KTP Committee Chair,Member,Univ Development/Alumni Relations - UDAR
4664,NULL,NULL,NULL,NULL
4669,NULL,NULL,NULL,NULL
4681,NULL,NULL,NULL,NULL
4769,BL1,*L&S Executive Board,Board Member,Letters & Science
4769,BL3,*L & S Steering Comm-USE CVLS INSTEAD!,Member,Letters & Science
4769,CVLS,*L&S Steering Committee,Member,Letters & Science
4769,SCCC,Southern California Chancellor's Council,Member,Univ Development/Alumni Relations - UDAR
4769,UL01,*Chancellor's Campaign Cabinet-Defunct,Member,Univ Development/Alumni Relations - UDAR
4769,UN3,Thanks To Berkeley So Cal Cmpgn Celeb Ho,Committee Member,Univ Development/Alumni Relations - UDAR
