entity_id,affil_code,affil_code_desc,affil_level_code_desc,affil_status_desc
29,CAFCA,Friends of CAA,Friend,Current
29,MA3,Cal Advocate,Advocate,Current
29,RC49,CAA UC Berkeley Alumni Club of Georgia,Member,Current
29,URCR,@Cal Registrant,Member,Current
51,CAFCA,Friends of CAA,Friend,Current
51,MA3,Cal Advocate,Advocate,Current
59,CAFCA,Friends of CAA,Friend,Current
72,BLPIL,Berkeley Law Partners in Leadership,Member,Former
72,GPDA,Gift Planning Donor Advisor,Member,Former
72,LWRV,Law Reunion Volunteer,Volunteer,Former
80,ATFAT,Friends of Athletics,Friend,Current
80,CAFCA,Friends of CAA,Friend,Current
80,MB3,Big C Society,Member,Current
80,RC32,CAA Cal Spirit Alumni Club,Member,Current
80,RC70,CAA Marin County Alumni Club,Member,Current
80,TLOLI,Osher Lifelong Learning Institute,Member,Former
80,UP3,*Cal Parents Program - Public Affairs,Member,Former
151,ATFAT,Friends of Athletics,Friend,Current
151,CAFCA,Friends of CAA,Friend,Current
151,GPSP,Gift Planning Stewardship Program,Member,Current
151,LWFLS,Friends of Law School,Friend,Current
151,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
151,OC1,Order of the Golden Bear,Member,Current
151,RC32,CAA Cal Spirit Alumni Club,Member,Current
151,RC45,CAA Lake Tahoe Alumni Club,Member,Former
151,UBIW,Benjamin Ide Wheeler Society,Member,Current
194,CAFCA,Friends of CAA,Friend,Current
222,ATFAT,Friends of Athletics,Friend,Current
222,CAFCA,Friends of CAA,Friend,Current
222,MA3,Cal Advocate,Advocate,Former
222,RC32,CAA Cal Spirit Alumni Club,Member,Current
235,AU5,*Haas Cal Business Alumni Regional,Board Member,Former
235,CAFCA,Friends of CAA,Friend,Current
235,RC43,CAA UC Club of Santa Clara County,Member,Current
235,URCR,@Cal Registrant,Member,Current
258,CAFCA,Friends of CAA,Friend,Current
258,MA12,CAA Lair of the Golden Bear Camper,Member,Former
258,S16,Palo Alto Hills Golf & Country Club,Member,Current
295,CAFCA,Friends of CAA,Friend,Current
295,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
295,TLOLI,Osher Lifelong Learning Institute,Member,Current
297,NULL,NULL,NULL,NULL
347,ATFAT,Friends of Athletics,Friend,Current
347,MA3,Cal Advocate,Advocate,Current
347,MB3,Big C Society,Member,Current
352,CAFCA,Friends of CAA,Friend,Current
417,BCLB,Berkeley Center for Law & Business,Friend,Current
417,CAFCA,Friends of CAA,Friend,Current
417,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
417,MA12,CAA Lair of the Golden Bear Camper,Member,Current
417,MA12,CAA Lair of the Golden Bear Camper,Member,Former
417,ML2,Magnes Collection Constituent,Patron,Current
417,RC38,CAA Alameda Cal Alumni Club,Member,Current
417,UBIW,Benjamin Ide Wheeler Society,Member,Current
443,CAFCA,Friends of CAA,Friend,Current
461,NULL,NULL,NULL,NULL
463,CAFCA,Friends of CAA,Friend,Current
463,URCR,@Cal Registrant,Member,Current
464,ATFAT,Friends of Athletics,Friend,Current
464,CAFCA,Friends of CAA,Friend,Current
464,MA12,CAA Lair of the Golden Bear Camper,Member,Former
464,ML2,Magnes Collection Constituent,Patron,Current
464,RC80,CAA Lamorinda Golden Bears,Member,Current
486,CAFCA,Friends of CAA,Friend,Current
486,MA3,Cal Advocate,Advocate,Current
486,RC7,CAA South Bay Cal Alumni Club,Member,Current
486,URCR,@Cal Registrant,Member,Current
486,X4,Los Angeles Luncheon Club,Member,Current
490,CAFCA,Friends of CAA,Friend,Current
517,BCCN,BCCN: Berkeley Corporate Counsel Network,Friend,Current
517,BLDR,Builders of Berkeley,Couple,Current
517,BUA3,Haas Ctr/Real Estate & Urban Ecn (CREUE),Advisory Member,Current
517,CAFCA,Friends of CAA,Friend,Current
517,GPSP,Gift Planning Stewardship Program,Member,Current
517,HCOC,Haas Alumni Chapter OC,Member,Current
517,HGALA,Haas Gala,Sponsor,Former
517,LWFLS,Friends of Law School,Friend,Current
517,MA3,Cal Advocate,Advocate,Current
517,MUBW,Haas Benjamin Ide Wheeler Society Member,Member,Current
517,OC2,Berkeley Fellows,Member,Current
517,RC45,CAA Lake Tahoe Alumni Club,Member,Current
517,UBIW,Benjamin Ide Wheeler Society,Member,Current
517,UCFCP,Faculty Club Prospect,Member,Current
517,UP3,*Cal Parents Program - Public Affairs,Member,Former
567,ATFAT,Friends of Athletics,Friend,Current
567,BLDR,Builders of Berkeley,Individual,Current
567,BUA3,Haas Ctr/Real Estate & Urban Ecn (CREUE),Member,Former
567,CAFCA,Friends of CAA,Friend,Current
567,HCOC,Haas Alumni Chapter OC,Member,Current
567,MA3,Cal Advocate,Advocate,Current
567,MU1,*Haas Cal Business Alumni Member,Member,Former
567,S15,Peninsula Golf & Country Club,Member,Current
567,S23,Burlingame Country Club,Member,Current
572,CAFCA,Friends of CAA,Friend,Current
572,LBFUL,Friends of the University Libraries,Friend,Current
572,LBVOL,Library Volunteer,Volunteer,Current
572,SS01,Menlo Circus Club,Member,Current
574,CAFCA,Friends of CAA,Friend,Current
574,MA9,*CAA Legislative Relations-Defunct,Member,Former
574,OC1,Order of the Golden Bear,Member,Current
576,ATFAT,Friends of Athletics,Friend,Current
576,CAFCA,Friends of CAA,Friend,Current
576,MA3,Cal Advocate,Advocate,Current
576,MB3,Big C Society,Member,Current
576,UBIW,Benjamin Ide Wheeler Society,Member,Anonymous
597,ATFAT,Friends of Athletics,Friend,Current
597,CAFCA,Friends of CAA,Friend,Current
597,MU1,*Haas Cal Business Alumni Member,Member,Former
597,X3,San Francisco Luncheon Club,Member,Current
597,X9,Bankers Club of San Francisco,Member,Current
604,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
604,MA3,Cal Advocate,Advocate,Current
604,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
604,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
604,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
604,RC10,CAA Orange County Cal Alumni Club,Member,Current
604,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Current
604,RC2,CAA UC Berkeley Armenian Alumni Assoc,Member,Former
604,UBIW,Benjamin Ide Wheeler Society,Member,Current
604,URCR,@Cal Registrant,Member,Current
632,ATFAT,Friends of Athletics,Friend,Current
632,CAFCA,Friends of CAA,Friend,Current
632,MB3,Big C Society,Member,Current
632,RC44,CAA Cal Alumni Club/Monterey Peninsula,Member,Current
647,BCLB,Berkeley Center for Law & Business,Friend,Current
647,CAFCA,Friends of CAA,Friend,Current
647,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
647,LWRV,Law Reunion Volunteer,Volunteer,Former
647,MUA1,Ten Broek Society,Member,Current
647,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Former
647,RC32,CAA Cal Spirit Alumni Club,Member,Current
713,ATFAT,Friends of Athletics,Friend,Current
713,CAFCA,Friends of CAA,Friend,Current
713,MA3,Cal Advocate,Advocate,Current
713,MU1,*Haas Cal Business Alumni Member,Member,Former
713,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
724,BCLB,Berkeley Center for Law & Business,Friend,Current
724,CAFCA,Friends of CAA,Friend,Current
724,MA3,Cal Advocate,Advocate,Current
732,CAFCA,Friends of CAA,Friend,Current
732,MA3,Cal Advocate,Advocate,Current
732,TLOLI,Osher Lifelong Learning Institute,Member,Former
775,ATFAT,Friends of Athletics,Friend,Current
775,MA3,Cal Advocate,Advocate,Current
775,MB3,Big C Society,Member,Current
775,MB8,Cal Men's Tennis Team Mbrs & Friend,Member,Current
776,CAFCA,Friends of CAA,Friend,Current
776,MA3,Cal Advocate,Advocate,Current
776,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
809,CAFCA,Friends of CAA,Friend,Former
809,MG2,Botanical Garden Members & Friends,Member,Former
809,RC43,CAA UC Club of Santa Clara County,Member,Former
841,CAFCA,Friends of CAA,Friend,Current
841,HCNYC,Haas Alumni Chapter NYC,Member,Current
841,MA3,Cal Advocate,Advocate,Current
841,S4,Stanford Golf Club,Member,Current
841,URCR,@Cal Registrant,Member,Current
846,ATFAT,Friends of Athletics,Friend,Current
846,CAFCA,Friends of CAA,Friend,Current
846,MA3,Cal Advocate,Advocate,Current
846,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Current
846,URCR,@Cal Registrant,Member,Current
867,CAFCA,Friends of CAA,Friend,Current
867,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
867,LBFUL,Friends of the University Libraries,Friend,Current
867,MA3,Cal Advocate,Advocate,Current
867,UBIW,Benjamin Ide Wheeler Society,Member,Current
885,ATFAT,Friends of Athletics,Friend,Current
885,CAFCA,Friends of CAA,Friend,Current
885,CALDC,CAA Leadership Award Scholarship Chair,Chair,Former
885,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
885,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
885,MA3,Cal Advocate,Advocate,Former
885,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
885,MA9,*CAA Legislative Relations-Defunct,Member,Former
885,RC11,*CAA Alumni Club Officer,Officer,Former
885,RC43,CAA UC Club of Santa Clara County,Member,Current
885,RC7,CAA South Bay Cal Alumni Club,Member,Former
885,UMCB,UCB Class Banner Procession Participant,Member,Current
899,CAFCA,Friends of CAA,Friend,Current
899,MA3,Cal Advocate,Advocate,Current
899,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
899,UBIW,Benjamin Ide Wheeler Society,Member,Current
899,X5,Los Angeles Singles Club,Member,Current
953,ATFAT,Friends of Athletics,Friend,Current
953,CAFCA,Friends of CAA,Friend,Current
953,MB9,Friends of Cal Soccer,Member,Current
953,URCR,@Cal Registrant,Member,Current
968,CAFCA,Friends of CAA,Friend,Current
968,CALDC,CAA Leadership Award Scholarship Chair,Chair,Former
968,MA3,Cal Advocate,Advocate,Current
968,RC22,CAA Bend Oregon Alumni Club,Member,Current
1015,CAFCA,Friends of CAA,Friend,Current
1015,CHCDA,Chemistry Chem Dept Affiliate,Member,Current
1015,CHCOM,Chemistry Community,Member,Current
1015,CHEFR,Chemistry Free Radicals Era,Member,Current
1015,MA3,Cal Advocate,Advocate,Current
1015,MS2,Friends of Haas Business School,Member,Current
1015,OC1,Order of the Golden Bear,Member,Current
1015,OC2,Berkeley Fellows,Member,Current
1015,RD2,Chemistry Alumni Association,Member,Current
1023,ATFAT,Friends of Athletics,Friend,Current
1023,CAFCA,Friends of CAA,Friend,Current
1023,MB3,Big C Society,Member,Current
1023,MUA3,Student Affairs Career Ctr Externship Sp,Member,Current
1035,CAFCA,Friends of CAA,Friend,Current
1102,ATFAT,Friends of Athletics,Friend,Current
1102,CAFCA,Friends of CAA,Friend,Current
1102,MA3,Cal Advocate,Advocate,Current
1102,MB3,Big C Society,Member,Current
1102,UBIW,Benjamin Ide Wheeler Society,Member,Current
1103,CAFPC,CAA Friends of Pinecrest,Member,Current
1103,MA12,CAA Lair of the Golden Bear Camper,Member,Current
1103,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1103,MB10,CAA Pappy's Boys,Member,Current
1103,OC6,CAA Prytanean Alumnae,Member,Current
1109,NULL,NULL,NULL,NULL
1126,CAFCA,Friends of CAA,Friend,Current
1126,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
1126,ML2,Magnes Collection Constituent,Patron,Current
1126,RC70,CAA Marin County Alumni Club,Member,Current
1128,CAFCA,Friends of CAA,Friend,Current
1151,ATFAT,Friends of Athletics,Friend,Current
1151,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1151,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1151,MB3,Big C Society,Member,Current
1151,OC1,Order of the Golden Bear,Member,Current
1151,URCR,@Cal Registrant,Member,Current
1151,V2,Junior League of Oakland/East Bay,Associate Member,Current
1151,X12,Piedmont Community Church,Member,Current
1163,ATFAT,Friends of Athletics,Friend,Current
1163,CAFCA,Friends of CAA,Friend,Current
1163,MU1,*Haas Cal Business Alumni Member,Member,Former
1168,ATFAT,Friends of Athletics,Friend,Current
1168,CAFCA,Friends of CAA,Friend,Current
1168,MA12,CAA Lair of the Golden Bear Camper,Member,Current
1168,MA12,CAA Lair of the Golden Bear Camper,Member,Former
1168,MA3,Cal Advocate,Advocate,Current
1168,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Current
1168,RC43,CAA UC Club of Santa Clara County,Member,Current
1168,RC7,CAA South Bay Cal Alumni Club,Member,Former
1169,ATFAT,Friends of Athletics,Friend,Current
1169,CAFCA,Friends of CAA,Friend,Current
1169,MA12,CAA Lair of the Golden Bear Camper,Member,Former
1184,ATFAT,Friends of Athletics,Friend,Current
1184,MA3,Cal Advocate,Advocate,Current
1184,MB3,Big C Society,Member,Current
1184,UBIW,Benjamin Ide Wheeler Society,Member,Current
1184,UMCB,UCB Class Banner Procession Participant,Member,Current
1184,X3,San Francisco Luncheon Club,Member,Current
1194,MA12,CAA Lair of the Golden Bear Camper,Member,Current
1194,MA12,CAA Lair of the Golden Bear Camper,Member,Former
1196,ATFAT,Friends of Athletics,Friend,Current
1196,CAFCA,Friends of CAA,Friend,Current
1196,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Former
1202,ATFAT,Friends of Athletics,Friend,Current
1202,CAFCA,Friends of CAA,Friend,Current
1202,MA3,Cal Advocate,Advocate,Current
1202,X6,San Francisco Grid Club,Member,Current
1207,ATFAT,Friends of Athletics,Friend,Current
1207,CAFCA,Friends of CAA,Friend,Current
1207,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
1207,MA3,Cal Advocate,Advocate,Current
1207,MA9,*CAA Legislative Relations-Defunct,Member,Former
1207,OC1,Order of the Golden Bear,Member,Current
1208,CAFCA,Friends of CAA,Friend,Current
1208,MBIW,Optometry Assoc Benjamin Ide Wheeler Soc,Member,Current
1208,MS2,Friends of Haas Business School,Friend,Current
1208,UBIW,Benjamin Ide Wheeler Society,Member,Current
1233,ATFAT,Friends of Athletics,Friend,Current
1233,BLDR,Builders of Berkeley,Couple,Current
1233,CAFCA,Friends of CAA,Friend,Current
1233,MA3,Cal Advocate,Advocate,Former
1233,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
1233,MA31,CAA Leadership Scholarship Reader,Volunteer,Current
1233,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1233,RC80,CAA Lamorinda Golden Bears,Member,Former
1233,TLOLI,Osher Lifelong Learning Institute,Member,Former
1233,URCR,@Cal Registrant,Member,Current
1234,ATFAT,Friends of Athletics,Friend,Current
1234,BLDR,Builders of Berkeley,Couple,Current
1234,CAFCA,Friends of CAA,Friend,Current
1234,CHECU,Chemistry Cupola Era,Member,Current
1234,MA12,CAA Lair of the Golden Bear Camper,Member,Former
1234,MUFMU,Friends of Music,Friend,Current
1234,RC80,CAA Lamorinda Golden Bears,Member,Former
1234,RC94,CAA Alumni Chorus,Member,Current
1234,URCR,@Cal Registrant,Member,Current
1262,CAFCA,Friends of CAA,Friend,Current
1262,RC26,CAA Cal Alumni Club of Long Beach,Member,Current
1301,CAFCA,Friends of CAA,Friend,Current
1301,MA3,Cal Advocate,Advocate,Current
1301,MOPL,Golden Bear Optometry Alumni,Member,Current
1301,S27,Silverado Country Club,Member,Current
1301,URCR,@Cal Registrant,Member,Current
1306,ATFAT,Friends of Athletics,Friend,Current
1306,BCCN,BCCN: Berkeley Corporate Counsel Network,Friend,Current
1306,BLDR,Builders of Berkeley,Couple,Current
1306,CAFCA,Friends of CAA,Friend,Current
1306,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1306,MA3,Cal Advocate,Advocate,Current
1306,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1306,ML2,Magnes Collection Constituent,Friend,Current
1306,MS2,Friends of Haas Business School,Friend,Current
1306,OC2,Berkeley Fellows,Member,Current
1306,OC6,CAA Prytanean Alumnae,Member,Current
1306,RC32,CAA Cal Spirit Alumni Club,Member,Current
1306,RCAS,CAA Alumni Scholars Alumni Club,Member,Current
1306,URCR,@Cal Registrant,Member,Current
1315,BCLB,Berkeley Center for Law & Business,Friend,Current
1315,CLEE,"Center for Law, Energy & Environment",Affiliate,Current
1315,LWRV,Law Reunion Volunteer,Volunteer,Former
1315,MA3,Cal Advocate,Advocate,Current
1315,UBIW,Benjamin Ide Wheeler Society,Member,Current
1328,CAFCA,Friends of CAA,Friend,Current
1328,CHECU,Chemistry Cupola Era,Member,Current
1328,RD2,Chemistry Alumni Association,Member,Current
1339,CAFCA,Friends of CAA,Friend,Current
1339,MVWS,Wurster Society Members,Member,Current
1347,BLDR,Builders of Berkeley,Couple,Current
1347,CAFCA,Friends of CAA,Friend,Current
1347,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1347,MA3,Cal Advocate,Advocate,Current
1347,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1356,CAFCA,Friends of CAA,Friend,Current
1373,ATFAT,Friends of Athletics,Friend,Current
1373,CAFCA,Friends of CAA,Friend,Current
1376,ATFAT,Friends of Athletics,Friend,Current
1376,BAMFR,Followers of BAM/PFA,Friend,Current
1376,BCLB,Berkeley Center for Law & Business,Friend,Current
1376,CAFCA,Friends of CAA,Member,Current
1376,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
1376,MA12,CAA Lair of the Golden Bear Camper,Member,Former
1376,MB3,Big C Society,Member,Current
1376,MB8,Cal Men's Tennis Team Mbrs & Friend,Member,Current
1376,MM3,Pacific Film Archive Mbrs & Friends,Member,Former
1376,MVWS,Wurster Society Members,Member,Former
1376,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Current
1376,UAFUA,Friends of Student Affairs,Friend,Current
1376,URCR,@Cal Registrant,Member,Current
1381,ATFAT,Friends of Athletics,Friend,Current
1381,BCCN,BCCN: Berkeley Corporate Counsel Network,Friend,Current
1381,BLDR,Builders of Berkeley,Couple,Current
1381,BUIBD,Haas International Business Development,Alumnus/Alumna,Current
1381,CAFCA,Friends of CAA,Friend,Current
1381,HGALA,Haas Gala,Sponsor,Former
1381,MA3,Cal Advocate,Advocate,Current
1381,OC2,Berkeley Fellows,Member,Current
1425,UBIW,Benjamin Ide Wheeler Society,Member,Current
1432,ATFAT,Friends of Athletics,Friend,Current
1432,CAFCA,Friends of CAA,Friend,Current
1432,MA3,Cal Advocate,Advocate,Current
1432,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Current
1432,URCR,@Cal Registrant,Member,Current
1443,CAFCA,Friends of CAA,Friend,Current
1443,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1443,MA3,Cal Advocate,Advocate,Current
1443,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1443,MS2,Friends of Haas Business School,Member,Current
1456,CAFCA,Friends of CAA,Friend,Current
1459,RC33,CAA Daily Cal Alumni,Member,Current
1459,X11,Daily Cal Staff Alumni,Staff,Current
1466,ATFAT,Friends of Athletics,Friend,Current
1466,CAFCA,Friends of CAA,Friend,Current
1466,LHSM,Lawrence Hall of Science Member,Member,Former
1466,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
1466,RC11,*CAA Alumni Club Officer,Officer,Former
1466,RC6,CAA Chinese Chapter,Member,Current
1466,RC9,*CAA Club Presidents,Past President,Former
1466,URCR,@Cal Registrant,Member,Current
1489,CAFCA,Friends of CAA,Friend,Current
1489,CALBV,CAA Lair of the Golden Bear Vols,Volunteer,Current
1489,MA12,CAA Lair of the Golden Bear Camper,Member,Former
1489,MA3,Cal Advocate,Advocate,Current
1489,RC11,*CAA Alumni Club Officer,Officer,Former
1489,RC44,CAA Cal Alumni Club/Monterey Peninsula,Member,Current
1518,CAFCA,Friends of CAA,Friend,Current
1518,MA3,Cal Advocate,Advocate,Former
1518,X12,Piedmont Community Church,Member,Current
1600,ATFAT,Friends of Athletics,Friend,Current
1600,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1600,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1600,MB3,Big C Society,Member,Current
1600,RC17,*CAA North San Diego County Alum Club-De,Member,Former
1600,RC23,CAA UC Alumni Club of San Diego,Member,Current
1600,RC23,CAA UC Alumni Club of San Diego,Member,Former
1681,NULL,NULL,NULL,NULL
1687,CAFCA,Friends of CAA,Friend,Current
1687,OC3,Stiles Hall Affiliate,Member,Current
1687,RC33,CAA Daily Cal Alumni,Member,Current
1687,RC62,CAA Cal Alumni Club of Washington DC,Member,Former
1687,UP3,*Cal Parents Program - Public Affairs,Member,Former
1687,X11,Daily Cal Staff Alumni,Staff,Current
1699,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
1699,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
1699,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Current
1699,RC11,*CAA Alumni Club Officer,Member,Former
1699,RC39,CAA Cal Alumni Club of Oakmont,Member,Current
1699,RC39,CAA Cal Alumni Club of Oakmont,Officer,Current
1699,RC43,CAA UC Club of Santa Clara County,Member,Current
1699,S33,Oakmont Golf Club,Member,Current
1727,CAFCA,Friends of CAA,Friend,Current
1727,MM3,Pacific Film Archive Mbrs & Friends,Member,Former
1727,OC1,Order of the Golden Bear,Member,Current
1727,OC3,Stiles Hall Affiliate,Member,Current
1727,TLOLI,Osher Lifelong Learning Institute,Member,Former
1758,CAFCA,Friends of CAA,Friend,Current
1758,RC8,CAA CA Alumni Club of the Peninsula,Member,Former
1790,MA3,Cal Advocate,Advocate,Current
1790,RC27,CAA Stern Hall Alumni Club,Member,Current
1790,RC43,CAA UC Club of Santa Clara County,Member,Current
1796,CAFCA,Friends of CAA,Friend,Current
1796,GPDA,Gift Planning Donor Advisor,Member,Former
1796,LWRV,Law Reunion Volunteer,Volunteer,Former
1796,MM3,Pacific Film Archive Mbrs & Friends,Member,Former
1802,ATFAT,Friends of Athletics,Friend,Current
1802,MB3,Big C Society,Member,Current
1802,OC1,Order of the Golden Bear,Member,Current
1816,ATFAT,Friends of Athletics,Friend,Current
1845,NULL,NULL,NULL,NULL
1850,BCLB,Berkeley Center for Law & Business,Friend,Current
1850,CAFCA,Friends of CAA,Friend,Current
1850,MA3,Cal Advocate,Advocate,Current
1868,CAFCA,Friends of CAA,Friend,Current
1876,CAFCA,Friends of CAA,Friend,Current
1876,DEN1,Friends of Engineering,Friend,Current
1876,RC00,CAA Tri-Valley Cal Alumni Club,Member,Current
1920,ATFAT,Friends of Athletics,Friend,Current
1920,CAFCA,Friends of CAA,Friend,Current
1920,LWFLS,Friends of Law School,Friend,Current
1920,MA3,Cal Advocate,Advocate,Current
1920,MA9,*CAA Legislative Relations-Defunct,Member,Former
1920,MB3,Big C Society,Member,Current
1920,MB9,Friends of Cal Soccer,Member,Current
1920,OC1,Order of the Golden Bear,Member,Current
1920,X3,San Francisco Luncheon Club,Member,Current
1930,CAFCA,Friends of CAA,Friend,Current
1930,OC6,CAA Prytanean Alumnae,Member,Current
1930,RD1,CAA Art Alumni Group,Member,Current
1977,CAFCA,Friends of CAA,Friend,Current
1994,CAFCA,Friends of CAA,Friend,Current
1994,RC70,CAA Marin County Alumni Club,Member,Current
1994,TLOLI,Osher Lifelong Learning Institute,Member,Current
2008,CAFCA,Friends of CAA,Friend,Current
2092,CAFCA,Friends of CAA,Friend,Current
2092,MA3,Cal Advocate,Advocate,Current
2092,RD1,CAA Art Alumni Group,Member,Current
2095,CAFCA,Friends of CAA,Friend,Current
2095,RC2,CAA UC Berkeley Armenian Alumni Assoc,Member,Former
2114,MA3,Cal Advocate,Advocate,Current
2114,MN5,CNR Alumni Club Paid Member,Member,Current
2114,MN7,California Alumni Foresters,Member,Current
2114,MN7,California Alumni Foresters,Member,Former
2114,RC24,*CAA Sonoma County Alumni Club,Member,Current
2114,RC32,CAA Cal Spirit Alumni Club,Member,Current
2114,RC39,CAA Cal Alumni Club of Oakmont,Member,Current
2115,ATFAT,Friends of Athletics,Friend,Current
2115,CAFCA,Friends of CAA,Friend,Current
2115,MA3,Cal Advocate,Advocate,Current
2115,RC44,CAA Cal Alumni Club/Monterey Peninsula,Member,Current
2116,CAFCA,Friends of CAA,Friend,Current
2116,ML2,Magnes Collection Constituent,Friend,Current
2130,RC81,CAA Northern C's,Member,Current
2164,ATFAT,Friends of Athletics,Friend,Current
2164,CAFCA,Friends of CAA,Friend,Current
2164,CALDC,CAA Leadership Award Scholarship Chair,Chair,Former
2164,MA12,CAA Lair of the Golden Bear Camper,Member,Former
2166,CAFCA,Friends of CAA,Friend,Current
2170,CAFCA,Friends of CAA,Friend,Current
2199,NULL,NULL,NULL,NULL
2204,CAFCA,Friends of CAA,Friend,Current
2204,GPDA,Gift Planning Donor Advisor,Member,Current
2204,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
2204,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
2204,MB10,CAA Pappy's Boys,Member,Current
2204,RC8,CAA CA Alumni Club of the Peninsula,Member,Former
2204,UBIW,Benjamin Ide Wheeler Society,Member,Former
2239,CAFCA,Friends of CAA,Friend,Current
2279,CAFCA,Friends of CAA,Friend,Current
2281,CHECU,Chemistry Cupola Era,Member,Current
2326,CAFCA,Friends of CAA,Friend,Current
2345,CAFCA,Friends of CAA,Friend,Current
2345,MVWS,Wurster Society Members,Member,Former
2345,RC55,CAA Cal Alumni Club of New York,Member,Former
2345,UBIW,Benjamin Ide Wheeler Society,Member,Current
2345,URCR,@Cal Registrant,Member,Current
2346,NULL,NULL,NULL,NULL
2389,BLDR,Builders of Berkeley,Couple,Current
2389,CAFCA,Friends of CAA,Friend,Current
2389,MA3,Cal Advocate,Advocate,Current
2389,RC00,CAA Tri-Valley Cal Alumni Club,Member,Current
2394,ATFAT,Friends of Athletics,Friend,Current
2394,CAFCA,Friends of CAA,Friend,Current
2394,MA3,Cal Advocate,Advocate,Current
2394,MB3,Big C Society,Member,Current
2394,RC17,*CAA North San Diego County Alum Club-De,Member,Former
2394,RC23,CAA UC Alumni Club of San Diego,Member,Former
2412,CAFCA,Friends of CAA,Friend,Current
2412,MU1,*Haas Cal Business Alumni Member,Member,Former
2412,RC80,CAA Lamorinda Golden Bears,Member,Current
2412,S32,Orinda Country Club,Member,Current
2412,X3,San Francisco Luncheon Club,Member,Current
2412,X8,Bohemian Club,Member,Current
2436,ATFAT,Friends of Athletics,Friend,Current
2436,CAFCA,Friends of CAA,Friend,Current
2436,MA12,CAA Lair of the Golden Bear Camper,Member,Former
2463,ATFAT,Friends of Athletics,Friend,Current
2463,CAFCA,Friends of CAA,Friend,Current
2463,GPSP,Gift Planning Stewardship Program,Member,Current
2463,MA3,Cal Advocate,Advocate,Current
2463,RC06,CAA Napa Valley Cal Alumni Club,Member,Current
2463,UBIW,Benjamin Ide Wheeler Society,Member,Current
2520,ATFAT,Friends of Athletics,Friend,Current
2520,CAFCA,Friends of CAA,Friend,Current
2520,V2,Junior League of Oakland/East Bay,Member,Current
2532,AA8,Class Secretary,Secretary,Current
2532,CAFCA,Friends of CAA,Friend,Current
2532,CALDC,CAA Leadership Award Scholarship Chair,Chair,Former
2532,MA9,*CAA Legislative Relations-Defunct,Member,Former
2532,OC6,CAA Prytanean Alumnae,Member,Current
2532,RC43,CAA UC Club of Santa Clara County,Member,Current
2532,X3,San Francisco Luncheon Club,Member,Current
2546,ATFAT,Friends of Athletics,Friend,Current
2546,BCLB,Berkeley Center for Law & Business,Friend,Current
2546,CAFCA,Friends of CAA,Friend,Current
2546,MA3,Cal Advocate,Advocate,Current
2559,AU67,Haas Center for Responsible Business,Friend,Current
2559,CAFCA,Friends of CAA,Friend,Current
2559,MA3,Cal Advocate,Advocate,Current
2559,OC1,Order of the Golden Bear,Member,Current
