entity_id,affil_code,affil_code_desc,affil_level_code_desc,affil_status_desc
222048,RC10,CAA Orange County Cal Alumni Club,Member,Current
222048,RD1,CAA Art Alumni Group,Member,Current
222162,CAFCA,Friends of CAA,Friend,Current
222162,TLOLI,Osher Lifelong Learning Institute,Member,Former
222164,CACSP,CAA The Berkeley Network,Member,Current
222164,CAFCA,Friends of CAA,Friend,Current
222164,MA3,Cal Advocate,Advocate,Former
222185,CAFCA,Friends of CAA,Friend,Current
222185,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
222185,RC18,CAA Cal Alumni Los Angeles Chapter,Member,Current
222185,RC45,CAA Lake Tahoe Alumni Club,Member,Current
222185,RC72,CAA Cal Club of San Joaquin County,Member,Current
222185,URCR,@Cal Registrant,Member,Current
222190,MA3,Cal Advocate,Advocate,Current
222190,OC3,Stiles Hall Affiliate,Member,Current
222190,TLOLI,Osher Lifelong Learning Institute,Member,Former
222195,ATFAT,Friends of Athletics,Friend,Current
222195,CAFCA,Friends of CAA,Friend,Current
222195,MA3,Cal Advocate,Advocate,Current
222195,RC44,CAA Cal Alumni Club/Monterey Peninsula,Member,Current
222233,NULL,NULL,NULL,NULL
222258,CAFCA,Friends of CAA,Friend,Current
222317,CAFCA,Friends of CAA,Friend,Current
222317,MA3,Cal Advocate,Advocate,Current
222317,RD1,CAA Art Alumni Group,Member,Current
222372,NULL,NULL,NULL,NULL
222379,CACSP,CAA The Berkeley Network,Member,Current
222379,CAFCA,Friends of CAA,Friend,Current
222379,OC3,Stiles Hall Affiliate,Member,Current
222412,IRMEX,IR Region Mexico - Mexico City,Regional Representative,Current
222412,MA3,Cal Advocate,Advocate,Current
222412,URCR,@Cal Registrant,Member,Current
222415,CAFCA,Friends of CAA,Friend,Current
222417,NULL,NULL,NULL,NULL
222505,CAFCA,Friends of CAA,Friend,Current
222505,MA3,Cal Advocate,Advocate,Current
222505,URCR,@Cal Registrant,Member,Current
222683,CAFCA,Friends of CAA,Friend,Current
222683,MA3,Cal Advocate,Advocate,Former
222686,URCR,@Cal Registrant,Member,Current
222913,NULL,NULL,NULL,NULL
222922,CAFCA,Friends of CAA,Friend,Current
222922,CAFPC,CAA Friends of Pinecrest,Friend,Current
223039,CAFCA,Friends of CAA,Friend,Current
223059,ATFAT,Friends of Athletics,Friend,Current
223059,CAFCA,Friends of CAA,Friend,Current
223059,MU1,*Haas Cal Business Alumni Member,Member,Former
223059,RC22,CAA Bend Oregon Alumni Club,Member,Current
223087,URCR,@Cal Registrant,Member,Current
223214,CAFCA,Friends of CAA,Friend,Current
223333,NULL,NULL,NULL,NULL
223336,CAFCA,Friends of CAA,Friend,Current
223336,MA12,CAA Lair of the Golden Bear Camper,Member,Former
223486,CAFCA,Friends of CAA,Friend,Current
223621,MU1,*Haas Cal Business Alumni Member,Member,Former
223634,CACSP,CAA The Berkeley Network,Member,Current
223634,MUA3,Student Affairs Career Ctr Externship Sp,Member,Current
223634,URCR,@Cal Registrant,Member,Current
223837,CAFCA,Friends of CAA,Friend,Current
223837,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
223837,MA12,CAA Lair of the Golden Bear Camper,Member,Former
223837,ML2,Magnes Collection Constituent,Patron,Current
223837,OC3,Stiles Hall Affiliate,Member,Current
223846,ATFAT,Friends of Athletics,Friend,Current
223869,CAFCA,Friends of CAA,Friend,Current
223869,URCR,@Cal Registrant,Member,Current
223885,NULL,NULL,NULL,NULL
223903,NULL,NULL,NULL,NULL
223945,CAFCA,Friends of CAA,Friend,Current
223946,NULL,NULL,NULL,NULL
223959,ATFAT,Friends of Athletics,Friend,Current
223959,CAFCA,Friends of CAA,Friend,Current
223959,MA3,Cal Advocate,Advocate,Current
223959,RC00,CAA Tri-Valley Cal Alumni Club,Member,Current
224000,NULL,NULL,NULL,NULL
224031,NULL,NULL,NULL,NULL
224041,NULL,NULL,NULL,NULL
224065,NULL,NULL,NULL,NULL
224126,CAFCA,Friends of CAA,Friend,Current
224126,LHSM,Lawrence Hall of Science Member,Member,Current
224126,X11,Daily Cal Staff Alumni,Staff,Current
224140,CAFCA,Friends of CAA,Friend,Current
224140,MA3,Cal Advocate,Advocate,Current
224140,URCR,@Cal Registrant,Member,Current
224144,CACSP,CAA The Berkeley Network,Member,Current
224144,CAFCA,Friends of CAA,Friend,Current
224144,RC62,CAA Cal Alumni Club of Washington DC,Member,Former
224297,CAFCA,Friends of CAA,Friend,Current
224297,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
224297,MA3,Cal Advocate,Advocate,Current
224297,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
224297,OC1,Order of the Golden Bear,Member,Current
224297,RC35,CAA Cal Band Alumni Association,Member,Former
224297,TLOLI,Osher Lifelong Learning Institute,Member,Former
224344,NULL,NULL,NULL,NULL
224439,CAFCA,Friends of CAA,Friend,Current
224439,RC55,CAA Cal Alumni Club of New York,Board Member,Former
224439,RC55,CAA Cal Alumni Club of New York,Member,Current
224575,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
224575,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
224575,RCAS,CAA Alumni Scholars Alumni Club,Member,Current
224588,NULL,NULL,NULL,NULL
224592,BAMFR,Followers of BAM/PFA,Friend,Current
224592,CAFCA,Friends of CAA,Friend,Current
224592,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
224592,MA3,Cal Advocate,Advocate,Current
224592,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
224592,TLOLI,Osher Lifelong Learning Institute,Member,Current
224592,URCR,@Cal Registrant,Member,Current
224603,CAFCA,Friends of CAA,Friend,Current
224603,MA3,Cal Advocate,Advocate,Current
224603,URCR,@Cal Registrant,Member,Current
224634,NULL,NULL,NULL,NULL
224635,CAFCA,Friends of CAA,Friend,Current
224635,FTDPS,"Friends of Theater, Dance & Performance",Friend,Current
224635,MA12,CAA Lair of the Golden Bear Camper,Member,Former
224635,MA3,Cal Advocate,Advocate,Current
224635,MDBP,Cal Band Parents Club,Member,Former
224635,URCR,@Cal Registrant,Member,Current
224654,CAFCA,Friends of CAA,Friend,Current
224654,RC43,CAA UC Club of Santa Clara County,Member,Current
224654,UBIW,Benjamin Ide Wheeler Society,Member,Current
224664,NULL,NULL,NULL,NULL
224679,URCR,@Cal Registrant,Member,Current
224687,NULL,NULL,NULL,NULL
224689,RD1,CAA Art Alumni Group,Member,Current
224689,TLOLI,Osher Lifelong Learning Institute,Member,Current
224718,ATFAT,Friends of Athletics,Friend,Current
224718,CACSP,CAA The Berkeley Network,Member,Current
224718,CAFCA,Friends of CAA,Friend,Current
224718,CAFOS,CAA Friends of Scholarships,Member,Current
224718,MA17,TAAP/KASP Scholarship Interviewer,Prospective Volunteer,Current
224718,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Current
224718,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
224718,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Current
224718,MA30,TAAP/KASP Scholarship Reader,Volunteer,Current
224718,MA31,CAA Leadership Scholarship Reader,Volunteer,Current
224718,MA6,CAA Mentorship Program,Prospective Volunteer,Current
224772,CAFCA,Friends of CAA,Friend,Current
224772,MA3,Cal Advocate,Advocate,Current
224772,MS2,Friends of Haas Business School,Member,Current
224772,RC57,CAA Portland Oregon Cal Alumni Club,Member,Current
224777,CAFCA,Friends of CAA,Friend,Current
224777,URCR,@Cal Registrant,Member,Current
224793,CAFCA,Friends of CAA,Friend,Current
224793,MA5,CAA Student Recruitment/Outreach Pgm,Member,Former
224793,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
224793,RC15,CAA Chicanx Latinx Alumni Assoc Nor Cal,Member,Current
224793,RC5,*CAA La Raza Alumni Club-Defunct,Member,Former
224793,RC62,CAA Cal Alumni Club of Washington DC,Member,Former
224849,LBFUL,Friends of the University Libraries,Friend,Current
224849,UBIW,Benjamin Ide Wheeler Society,Member,Current
224901,BAMFR,Followers of BAM/PFA,Member,Current
224901,CAFCA,Friends of CAA,Friend,Current
224901,MA3,Cal Advocate,Advocate,Current
224901,MC2,Cal Performances Patrons,Patron,Former
224901,MUA3,Student Affairs Career Ctr Externship Sp,Member,Current
224901,URCR,@Cal Registrant,Member,Current
224918,MU1,*Haas Cal Business Alumni Member,Member,Former
224918,S32,Orinda Country Club,Member,Current
224942,NULL,NULL,NULL,NULL
224998,CAFCA,Friends of CAA,Friend,Current
224998,CHECU,Chemistry Cupola Era,Member,Current
224998,MC2,Cal Performances Patrons,Patron,Former
224998,MG2,Botanical Garden Members & Friends,Member,Current
225068,CAFCA,Friends of CAA,Friend,Current
225080,ATFAT,Friends of Athletics,Friend,Former
225080,CAFCA,Friends of CAA,Friend,Former
225080,MB3,Big C Society,Member,Former
225093,CAFCA,Friends of CAA,Friend,Current
225094,CAFCA,Friends of CAA,Friend,Current
225094,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Former
225170,NULL,NULL,NULL,NULL
225185,CACSP,CAA The Berkeley Network,Member,Current
225185,CAFCA,Friends of CAA,Friend,Current
225185,MA3,Cal Advocate,Advocate,Current
225185,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
225185,OC6,CAA Prytanean Alumnae,Member,Current
225185,URCR,@Cal Registrant,Member,Current
225260,CAFCA,Friends of CAA,Friend,Current
225289,CAFCA,Friends of CAA,Friend,Current
225366,CAFCA,Friends of CAA,Friend,Current
225366,MA3,Cal Advocate,Advocate,Current
225366,URCR,@Cal Registrant,Member,Current
225376,MA3,Cal Advocate,Advocate,Former
225376,OC3,Stiles Hall Affiliate,Member,Current
225408,NULL,NULL,NULL,NULL
225430,CAFCA,Friends of CAA,Friend,Current
225430,JLFJI,Jewish Law & Israel Studies Inst,Friend,Current
225430,MA12,CAA Lair of the Golden Bear Camper,Member,Former
225430,TLOLI,Osher Lifelong Learning Institute,Member,Former
225445,CAFCA,Friends of CAA,Friend,Current
225445,RC20,CAA Cal Alumni Club of Austin,Member,Former
225451,MA3,Cal Advocate,Advocate,Former
225451,RC92,CAA Cal Alumni Club of Sacramento,Member,Current
225451,URCR,@Cal Registrant,Member,Current
225454,CAFCA,Friends of CAA,Friend,Current
225454,MA12,CAA Lair of the Golden Bear Camper,Member,Former
225454,RC43,CAA UC Club of Santa Clara County,Member,Current
225477,CAFCA,Friends of CAA,Friend,Current
225477,MA3,Cal Advocate,Advocate,Current
225477,MB9,Friends of Cal Soccer,Member,Current
225574,MA12,CAA Lair of the Golden Bear Camper,Member,Former
225574,MA3,Cal Advocate,Advocate,Former
225574,URCR,@Cal Registrant,Member,Current
225576,CAFCA,Friends of CAA,Friend,Current
225585,BAMFR,Followers of BAM/PFA,Member,Current
225585,MA3,Cal Advocate,Advocate,Current
225585,ML2,Magnes Collection Constituent,Member,Current
225585,TLOLI,Osher Lifelong Learning Institute,Member,Current
225601,CAFCA,Friends of CAA,Friend,Current
225603,ATFAT,Friends of Athletics,Friend,Current
225603,MA3,Cal Advocate,Advocate,Current
225603,RC33,CAA Daily Cal Alumni,Member,Current
225603,X11,Daily Cal Staff Alumni,Staff,Current
225651,MA12,CAA Lair of the Golden Bear Camper,Member,Former
225651,MA3,Cal Advocate,Advocate,Current
225665,HCHK,Haas Alumni Chapter Hong Kong,Member,Current
225665,HCSHA,Haas Alumni Chapter Shanghai,Member,Current
225665,MA3,Cal Advocate,Advocate,Current
225682,NULL,NULL,NULL,NULL
225750,BAMFR,Followers of BAM/PFA,Friend,Current
225750,CAFCA,Friends of CAA,Friend,Current
225750,MA3,Cal Advocate,Advocate,Current
225750,ML2,Magnes Collection Constituent,Member,Current
225750,URCR,@Cal Registrant,Member,Current
225771,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
225787,CAFCA,Friends of CAA,Friend,Current
225850,CAFCA,Friends of CAA,Friend,Current
225850,RC94,CAA Alumni Chorus,Member,Current
225898,MA3,Cal Advocate,Advocate,Current
225898,RC10,CAA Orange County Cal Alumni Club,Member,Current
225898,URCR,@Cal Registrant,Member,Current
225974,MA3,Cal Advocate,Advocate,Current
225988,ATFAT,Friends of Athletics,Friend,Current
225988,CAFCA,Friends of CAA,Friend,Current
225988,LHSM,Lawrence Hall of Science Member,Member,Former
225988,MA3,Cal Advocate,Advocate,Current
225990,BAMFR,Followers of BAM/PFA,Member,Current
225990,CACSP,CAA The Berkeley Network,Member,Current
225990,CAFCA,Friends of CAA,Friend,Current
225990,LWFLS,Friends of Law School,Friend,Current
225990,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Current
225990,MA17,TAAP/KASP Scholarship Interviewer,Volunteer,Former
225990,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Current
225990,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
225990,MA3,Cal Advocate,Advocate,Current
225990,MA30,TAAP/KASP Scholarship Reader,Volunteer,Current
225990,MA30,TAAP/KASP Scholarship Reader,Volunteer,Former
225990,MA31,CAA Leadership Scholarship Reader,Volunteer,Current
225990,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
225990,RC16,CAA BER Student Cooperative Alumni Assoc,Member,Current
225990,RC7,CAA South Bay Cal Alumni Club,Member,Former
226006,CAFCA,Friends of CAA,Friend,Current
226081,CAFCA,Friends of CAA,Friend,Current
226106,MN7,California Alumni Foresters,Member,Current
226106,MN7,California Alumni Foresters,Member,Former
226128,NULL,NULL,NULL,NULL
226163,ATFAT,Friends of Athletics,Friend,Current
226163,MA3,Cal Advocate,Advocate,Current
226163,RC15,CAA Chicanx Latinx Alumni Assoc Nor Cal,Member,Current
226163,RC5,*CAA La Raza Alumni Club-Defunct,Member,Former
226194,NULL,NULL,NULL,NULL
226214,ATFAT,Friends of Athletics,Friend,Current
226240,NULL,NULL,NULL,NULL
226245,CAFCA,Friends of CAA,Friend,Current
226245,MA12,CAA Lair of the Golden Bear Camper,Member,Former
226245,RC78,CAA Cal Bears in the Desert,Member,Former
226245,RC80,CAA Lamorinda Golden Bears,Member,Former
226256,CAFCA,Friends of CAA,Friend,Current
226256,CHEFR,Chemistry Free Radicals Era,Member,Current
226261,URCR,@Cal Registrant,Member,Current
226290,NULL,NULL,NULL,NULL
226293,URCR,@Cal Registrant,Member,Current
226348,CAFCA,Friends of CAA,Friend,Current
226384,CAFCA,Friends of CAA,Friend,Current
226384,RC2,CAA UC Berkeley Armenian Alumni Assoc,Member,Former
226384,X3,San Francisco Luncheon Club,Member,Current
226390,ATFAT,Friends of Athletics,Friend,Current
226390,CAFCA,Friends of CAA,Friend,Current
226390,MA12,CAA Lair of the Golden Bear Camper,Member,Former
226410,NULL,NULL,NULL,NULL
226443,CAFCA,Friends of CAA,Friend,Current
226444,CAFCA,Friends of CAA,Friend,Current
226444,OC3,Stiles Hall Affiliate,Member,Current
226444,TLOLI,Osher Lifelong Learning Institute,Member,Former
226451,CAFCA,Friends of CAA,Friend,Current
226451,RC25,CAA Cal Alumni Club of Hawaii,Member,Former
226473,ATFAT,Friends of Athletics,Friend,Current
226473,CAFCA,Friends of CAA,Friend,Current
226473,MA12,CAA Lair of the Golden Bear Camper,Member,Former
226473,MA3,Cal Advocate,Advocate,Current
226489,CAFCA,Friends of CAA,Friend,Current
226489,MA3,Cal Advocate,Advocate,Current
226489,URCR,@Cal Registrant,Member,Current
226490,ATFAT,Friends of Athletics,Friend,Current
226490,CAFCA,Friends of CAA,Friend,Current
226490,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
226490,MB3,Big C Society,Member,Current
226490,RC62,CAA Cal Alumni Club of Washington DC,Member,Former
226490,URCR,@Cal Registrant,Member,Current
226499,ATFAT,Friends of Athletics,Friend,Current
226499,CAFCA,Friends of CAA,Friend,Current
226503,CAFCA,Friends of CAA,Friend,Current
226520,RD1,CAA Art Alumni Group,Member,Current
226520,URCR,@Cal Registrant,Member,Current
226543,ATFAT,Friends of Athletics,Friend,Current
226543,MB3,Big C Society,Member,Current
226543,MB8,Cal Men's Tennis Team Mbrs & Friend,Member,Current
226581,CAFCA,Friends of CAA,Friend,Current
226585,CAFCA,Friends of CAA,Friend,Current
226585,MA18,CAA Alumni Leadership Scholarship Interv,Volunteer,Former
226585,MA3,Cal Advocate,Advocate,Current
226585,MA31,CAA Leadership Scholarship Reader,Volunteer,Former
226585,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
226585,RC10,CAA Orange County Cal Alumni Club,Member,Current
226585,URCR,@Cal Registrant,Member,Current
226587,CAFCA,Friends of CAA,Friend,Current
226587,MA12,CAA Lair of the Golden Bear Camper,Member,Current
226587,TLOLI,Osher Lifelong Learning Institute,Member,Current
226597,CAFCA,Friends of CAA,Friend,Current
226607,MA3,Cal Advocate,Advocate,Former
226607,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
226612,CAFCA,Friends of CAA,Friend,Current
226615,CAFCA,Friends of CAA,Friend,Current
226625,CAFCA,Friends of CAA,Friend,Current
226625,URCR,@Cal Registrant,Member,Current
226676,CAFCA,Friends of CAA,Friend,Current
226707,CAFCA,Friends of CAA,Friend,Current
226707,MN7,California Alumni Foresters,Member,Former
226709,CAFCA,Friends of CAA,Friend,Current
226732,CAFCA,Friends of CAA,Friend,Current
226732,MA3,Cal Advocate,Advocate,Current
226732,URCR,@Cal Registrant,Member,Current
226780,CAFCA,Friends of CAA,Friend,Current
226780,MN7,California Alumni Foresters,Member,Current
226780,MN7,California Alumni Foresters,Member,Former
226867,ATFAT,Friends of Athletics,Friend,Current
226867,CAFCA,Friends of CAA,Friend,Current
226869,CAFCA,Friends of CAA,Friend,Current
226869,MA3,Cal Advocate,Advocate,Current
226869,MA6,CAA Mentorship Program,Volunteer,Former
226869,URCR,@Cal Registrant,Member,Current
226881,CACSP,CAA The Berkeley Network,Member,Current
226881,CAFCA,Friends of CAA,Friend,Current
226889,CAFCA,Friends of CAA,Friend,Current
226889,MA3,Cal Advocate,Advocate,Current
226894,CAFCA,Friends of CAA,Friend,Current
226894,MA3,Cal Advocate,Advocate,Current
226894,URCR,@Cal Registrant,Member,Current
226903,ATFAT,Friends of Athletics,Friend,Current
226903,MA5,CAA Student Recruitment/Outreach Pgm,Volunteer,Former
226903,MA9,*CAA Legislative Relations-Defunct,Member,Former
226912,TLOLI,Osher Lifelong Learning Institute,Member,Current
226920,CAFCA,Friends of CAA,Friend,Current
226920,CHEFR,Chemistry Free Radicals Era,Member,Current
226920,MA3,Cal Advocate,Advocate,Current
226920,RD2,Chemistry Alumni Association,Member,Current
226941,CAFCA,Friends of CAA,Friend,Current
226941,TLOLI,Osher Lifelong Learning Institute,Member,Current
226946,NULL,NULL,NULL,NULL
226971,ATFAT,Friends of Athletics,Friend,Current
226971,CAFCA,Friends of CAA,Friend,Current
226971,MS2,Friends of Haas Business School,Member,Current
226995,CAFCA,Friends of CAA,Friend,Current
226995,TLOLI,Osher Lifelong Learning Institute,Member,Former
227011,ATFAT,Friends of Athletics,Friend,Current
227011,CAFCA,Friends of CAA,Friend,Current
