entity_id,gift_club_code,gift_club_code_desc,gift_club_type_desc,gift_club_status_desc
20869,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
20869,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
20869,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
20869,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
20869,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
20869,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
20869,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
20869,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
20869,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
20874,NULL,NULL,NULL,NULL
20876,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
20876,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
20876,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
20876,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
20876,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
20876,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
20878,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
20878,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
20878,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
20878,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
20914,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
20914,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
20914,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
20914,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
20914,HL3,Haas Partners Club,Haas Leadership Society,Active
20914,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
20914,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
20914,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
20925,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
20925,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
20925,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
20930,NULL,NULL,NULL,NULL
20931,NULL,NULL,NULL,NULL
20940,NULL,NULL,NULL,NULL
20943,NULL,NULL,NULL,NULL
20964,NULL,NULL,NULL,NULL
20987,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
20987,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
20987,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
20987,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21010,NULL,NULL,NULL,NULL
21041,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21041,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21041,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21043,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21043,HLS,Haas Leadership Society,Haas Leadership Society,Historic
21043,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21084,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
21084,EFD,Engineering Founder's Circle ($100K LT),Engineering Giving Societies,Active
21084,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
21084,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
21114,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21114,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
21114,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21146,NULL,NULL,NULL,NULL
21160,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
21160,CGS,CAA Gayley Society ($5000+),CAA Fund Society,Historic
21160,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
21160,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21160,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21160,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21160,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21178,NULL,NULL,NULL,NULL
21179,NULL,NULL,NULL,NULL
21182,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
21187,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21187,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
21187,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21187,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
21187,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
21187,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21205,NULL,NULL,NULL,NULL
21212,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21212,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21212,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21212,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21212,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21212,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21232,NULL,NULL,NULL,NULL
21240,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
21240,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
21240,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
21240,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21248,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
21248,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21248,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21248,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21248,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21248,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21258,NULL,NULL,NULL,NULL
21265,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21265,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21265,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21267,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21267,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21267,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
21267,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21292,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21292,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21292,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21292,HLS,Haas Leadership Society,Haas Leadership Society,Historic
21292,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21292,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21315,NULL,NULL,NULL,NULL
21330,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
21331,NULL,NULL,NULL,NULL
21336,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21336,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21336,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
21336,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21336,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
21336,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
21336,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21339,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
21339,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
21339,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21339,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21339,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21339,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21357,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21366,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21366,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
21366,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21366,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21366,HFE,Haas Foundation for Excellence,Haas Foundation for Excellence,Active
21366,HL3,Haas Partners Club,Haas Leadership Society,Active
21366,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21366,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21368,NULL,NULL,NULL,NULL
21369,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21379,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21379,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
21379,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21379,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
21379,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21379,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21379,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21379,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21406,NULL,NULL,NULL,NULL
21429,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21429,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
21429,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21431,NULL,NULL,NULL,NULL
21440,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21440,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21452,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21452,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21452,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21452,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21452,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21460,NULL,NULL,NULL,NULL
21470,NULL,NULL,NULL,NULL
21477,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21485,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21485,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
21485,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21485,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21485,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
21485,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21505,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21505,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21505,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21505,HLS,Haas Leadership Society,Haas Leadership Society,Historic
21505,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21505,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21516,NULL,NULL,NULL,NULL
21521,NULL,NULL,NULL,NULL
21528,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
21528,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
21531,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21532,NULL,NULL,NULL,NULL
21547,NULL,NULL,NULL,NULL
21599,NULL,NULL,NULL,NULL
21614,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21614,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21614,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21614,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
21614,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21614,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21620,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
21620,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21620,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21620,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21620,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21620,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21642,HLS,Haas Leadership Society,Haas Leadership Society,Historic
21651,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21651,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Active
21651,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
21651,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21651,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
21651,EFD,Engineering Founder's Circle ($100K LT),Engineering Giving Societies,Active
21651,ELD,Engineering High Lifetime Donor ($25K+),Engineering Giving Societies,Active
21651,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
21651,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21651,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21651,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21654,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21654,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21654,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21669,NULL,NULL,NULL,NULL
21676,NULL,NULL,NULL,NULL
21679,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21679,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21679,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21691,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21691,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
21691,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21699,NULL,NULL,NULL,NULL
21700,NULL,NULL,NULL,NULL
21707,NULL,NULL,NULL,NULL
21726,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21726,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
21726,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21726,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21726,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21726,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21729,NULL,NULL,NULL,NULL
21738,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21738,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21738,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
21738,ETK,Engineering $10K+ Donors ($10K+),Engineering Giving Societies,Active
21738,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21738,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21747,NULL,NULL,NULL,NULL
21779,NULL,NULL,NULL,NULL
21784,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
21784,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21799,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Active
21799,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
21808,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21808,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21808,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21809,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21809,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21810,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21810,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21810,HLS,Haas Leadership Society,Haas Leadership Society,Historic
21810,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21810,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
21810,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
21816,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21816,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21816,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21816,HLS,Haas Leadership Society,Haas Leadership Society,Historic
21816,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21816,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21829,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21829,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
21829,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21829,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
21829,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
21829,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21863,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
21863,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
21864,NULL,NULL,NULL,NULL
21869,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21869,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
21871,NULL,NULL,NULL,NULL
21874,NULL,NULL,NULL,NULL
21904,NULL,NULL,NULL,NULL
21906,NULL,NULL,NULL,NULL
21924,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21924,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
21927,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21927,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21927,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
21930,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21930,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21930,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21938,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21939,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21939,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21939,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
21939,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
21940,NULL,NULL,NULL,NULL
21962,NULL,NULL,NULL,NULL
21963,NULL,NULL,NULL,NULL
21964,NULL,NULL,NULL,NULL
21981,NULL,NULL,NULL,NULL
21985,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
21985,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21985,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
21985,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Active
21985,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
21986,NULL,NULL,NULL,NULL
21995,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
21995,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
21995,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
21995,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
21995,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
21995,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
22015,NULL,NULL,NULL,NULL
22028,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22046,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
22046,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
22066,NULL,NULL,NULL,NULL
22074,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
22074,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
22080,NULL,NULL,NULL,NULL
22081,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
22081,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22081,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
22081,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22081,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22106,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22106,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
22121,CBS,CAA Bancroft Society ($1000+),CAA Fund Society,Historic
22121,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22121,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
22121,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
22121,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22121,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22121,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
22145,NULL,NULL,NULL,NULL
22146,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
22146,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
22146,HFE,Haas Foundation for Excellence,Haas Foundation for Excellence,Historic
22146,HLS,Haas Leadership Society,Haas Leadership Society,Historic
22146,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22146,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22154,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
22154,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
22154,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
22154,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22154,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
22154,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22167,NULL,NULL,NULL,NULL
22174,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
22174,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
22174,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
22181,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
22194,L10,Loyal Giving 10 to 14 Years,Berkeley Loyal,Historic
22200,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
22200,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
22200,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22200,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
22200,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
22210,NULL,NULL,NULL,NULL
22216,NULL,NULL,NULL,NULL
22218,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22218,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
22230,NULL,NULL,NULL,NULL
22248,NULL,NULL,NULL,NULL
22274,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
22274,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
22274,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
22274,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Active
22274,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22293,NULL,NULL,NULL,NULL
22296,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22296,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
22296,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
22296,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
22296,HL2,Haas Directors Club,Haas Leadership Society,Active
22296,HLS,Haas Leadership Society,Haas Leadership Society,Historic
22296,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22296,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Active
22296,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22333,NULL,NULL,NULL,NULL
22343,NULL,NULL,NULL,NULL
22362,NULL,NULL,NULL,NULL
22382,NULL,NULL,NULL,NULL
22388,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
22388,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22388,CS2,"Charter Hill Society Affiliate ($2,500)",Charter Hill Society,Historic
22388,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
22388,L20,Loyal Giving 20 to 24 Years,Berkeley Loyal,Historic
22388,L25,Loyal Giving 25 to 29 Years,Berkeley Loyal,Historic
22388,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
22390,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
22390,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22390,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
22390,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
22390,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
22407,EDS,Engineering Dean's Society ($2500+),Engineering Giving Societies,Active
22440,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Active
22440,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22440,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Active
22440,L15,Loyal Giving 15 to 19 Years,Berkeley Loyal,Historic
22464,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
22464,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Historic
22487,NULL,NULL,NULL,NULL
22493,NULL,NULL,NULL,NULL
22496,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22496,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Active
22496,CS3,"Charter Hill Society Associate ($5,000)",Charter Hill Society,Historic
22496,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
22496,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Active
22496,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
22510,CS1,"Charter Hill Society Member ($1,000)",Charter Hill Society,Historic
22510,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Active
22510,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
22510,HL3,Haas Partners Club,Haas Leadership Society,Active
22510,L30,Loyal Giving 30 to 39 Years,Berkeley Loyal,Historic
22510,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Active
22510,L40,Loyal Giving 40 to 49 Years,Berkeley Loyal,Historic
22561,L03,Loyal Giving 3 to 4 Years,Berkeley Loyal,Historic
22561,L05,Loyal Giving 5 to 9 Years,Berkeley Loyal,Active
22574,CS4,"Charter Hill Society Partner ($10,000)",Charter Hill Society,Historic
22574,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Active
22574,CS5,"Charter Hill Society Patron ($25,000)",Charter Hill Society,Historic
